ANNOSCOL;CODICE;DENOMINAZIONE;GRADO;TIPO;PARITARIA;INDIRIZZO;CODVIA;MUNICIPIO;ID_NIL;NIL;LONG_X_4326;LAT_Y_4326;Location
1516;2078;SANTA GEMMA CALGANI;Scuola primaria;Ente religioso;SI;Via FILIPPO BALDINUCCI 88;1267;9;77;BOVISA;9.16737303888;45.5029850581;(45.5029850581, 9.16737303888)
1516;2080;MARIE CURIE;Scuola primaria;Statale;No;Via DIEGO GUICCIARDI 1;1244;9;79;DERGANO;9.17346811617;45.5012994661;(45.5012994661, 9.17346811617)
1516;2081;RAFFAELLO LAMBRUSCHINI - CATERINA CYBO;Scuola primaria;Statale;No;Via BENIGNO CRESPI 1;1313;9;79;DERGANO;9.18602238398;45.4985724369;(45.4985724369, 9.18602238398)
1516;2082;Gabbro  ;Scuola primaria;Statale;No;Via GABBRO 6;1674;9;81;BOVISASCA;9.15928350942;45.5145890563;(45.5145890563, 9.15928350942)
1516;2083;FRANCESCO CARACCIOLO;Scuola primaria;Statale;No;Via ISEO 7;1571;9;80;AFFORI;9.17387472331;45.5200517081;(45.5200517081, 9.17387472331)
1516;2084;CESARE CANTU';Scuola primaria;Statale;No;Via DEI BRASCHI 12;1661;9;83;BRUZZANO;9.17667963373;45.526420905;(45.526420905, 9.17667963373)
1516;2085;ANNA FRANK;Scuola primaria;Statale;No;Via DORA BALTEA 16;1687;9;83;BRUZZANO;9.1682253739;45.5279373174;(45.5279373174, 9.1682253739)
1516;2086;SORELLE AGAZZI;Scuola primaria;Statale;No;Piazza PIETRO GASPARRI 6;1647;9;82;COMASINA;9.16185920122;45.5258933793;(45.5258933793, 9.16185920122)
1516;2088;COR JESU;Scuola primaria;Ente religioso;SI;Via TEANO 21;1632;9;82;COMASINA;9.16148183604;45.528165543;(45.528165543, 9.16148183604)
1516;2089;DON ORIONE;Scuola primaria;Statale;No;Via FABRIANO 4;1642;9;80;AFFORI;9.17515981363;45.5154816854;(45.5154816854, 9.17515981363)
1516;2090;ITALO CALVINO;Scuola primaria;Statale;No;Via VITTORIO SCIALOIA 19;1086;9;80;AFFORI;9.17947807539;45.5091786034;(45.5091786034, 9.17947807539)
1516;2091;SANDRO PERTINI;Scuola primaria;Statale;No;Via THOMAS MANN 8;1701;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;9.20860015524;45.5239627662;(45.5239627662, 9.20860015524)
1516;2094;MARIA IMMACOLATA;Scuola primaria;Ente religioso;SI;Viale GIOVANNI SUZZANI 64;1446;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;9.19905107275;45.5084231578;(45.5084231578, 9.19905107275)
1516;2095;GIAN BATTISTA PIRELLI;Scuola primaria;Statale;No;Via GOFFREDO DA BUSSERO 9;1618;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;9.20598553674;45.5188400274;(45.5188400274, 9.20598553674)
1516;2096;CARLO POERIO;Scuola primaria;Statale;No;Via SALVATORE PIANELL 40;1426;9;13;GRECO - SEGNANO;9.2034295414;45.5078992324;(45.5078992324, 9.2034295414)
1516;2097;VITTORIO LOCCHI;Scuola primaria;Statale;No;Via GIAN BATTISTA PASSERINI 4;1589;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;9.19340327293;45.5155144427;(45.5155144427, 9.19340327293)
1516;2098;DUCA DEGLI ABRUZZI;Scuola primaria;Statale;No;Via ANTONIO CESARI 38;1603;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;9.18600908532;45.5195042393;(45.5195042393, 9.18600908532)
1516;2099;RICCI ACHILLE;Scuola primaria;Ente privato laico;SI;Via CAMILLO SBARBARO 11;1712;9;84;PARCO NORD;9.18218601178;45.5171750965;(45.5171750965, 9.18218601178)
1516;2100;Carnovali;Scuola primaria;Statale;No;Via GIOVANNI CARNOVALI 19;2614;2;16;GORLA - PRECOTTO;9.23008516009;45.5129410136;(45.5129410136, 9.23008516009)
1516;2101;MARTIRI DI GORLA;Scuola primaria;Statale;No;Via ANDREA CESALPINO 38;2467;2;16;GORLA - PRECOTTO;9.23229058789;45.5076174216;(45.5076174216, 9.23229058789)
1516;2102;VITTORIO BOTTEGO;Scuola primaria;Statale;No;Via SAN MAMETE 11;2413;2;17;ADRIANO;9.24811954639;45.5109725364;(45.5109725364, 9.24811954639)
1516;2103;CASA DEL SOLE;Scuola primaria;Statale;No;Via GIUSEPPE GIACOSA 46;2310;2;20;LORETO - CASORETTO - NOLO;9.2216432494;45.4948406682;(45.4948406682, 9.2216432494)
1516;2104;Sant'Uguzzone;Scuola primaria;Statale;No;Via SANT'UGUZZONE 10;2448;2;16;GORLA - PRECOTTO;9.22555279207;45.520721335;(45.520721335, 9.22555279207)
1516;2105;Mattei Gianfranco, 12 ;Scuola primaria;Statale;No;Via GIANFRANCO MATTEI 12;2632;2;16;GORLA - PRECOTTO;9.22305939403;45.5144490529;(45.5144490529, 9.22305939403)
1516;2106;VINCENZO RUSSO - ELEONORA PIMENTEL;Scuola primaria;Statale;No;Via VINCENZO RUSSO 27;2328;2;19;PADOVA - TURRO - CRESCENZAGO;9.22820839261;45.4978400305;(45.4978400305, 9.22820839261)
1516;2107;TEODORO CIRESOLA;Scuola primaria;Statale;No;Via GIULIO E CORRADO VENINI 80;2258;2;20;LORETO - CASORETTO - NOLO;9.2172409745;45.4948060834;(45.4948060834, 9.2172409745)
1516;2108;FRANCESCO CRISPI;Scuola primaria;Statale;No;Via SANT'ERLEMBALDO 4;2356;2;16;GORLA - PRECOTTO;9.2204418605;45.5054932355;(45.5054932355, 9.2204418605)
1516;2109;GIANBATTISTA PERASSO;Scuola primaria;Statale;No;Via VITTORIO BOTTEGO 4;2521;2;19;PADOVA - TURRO - CRESCENZAGO;9.24382602514;45.5036222151;(45.5036222151, 9.24382602514)
1516;2110;SAN GIUSEPPE;Scuola primaria;Ente religioso;SI;Via SAN GIOVANNI BATTISTA DE LA SALLE 5;2514;2;19;PADOVA - TURRO - CRESCENZAGO;9.24158759144;45.502520912;(45.502520912, 9.24158759144)
1516;2111;PREZIOSISSIMO SANGUE;Scuola primaria;Ente religioso;SI;Via PADRE PLACIDO RICCARDI 5;2385;2;19;PADOVA - TURRO - CRESCENZAGO;9.23897213571;45.5014364398;(45.5014364398, 9.23897213571)
1516;2112;VERONICA GAMBARA;Scuola primaria;Statale;No;Viale BRIANZA 14;2263;2;20;LORETO - CASORETTO - NOLO;9.2135117219;45.4876070857;(45.4876070857, 9.2135117219)
1516;2113;MARIA CONSOLATRICE;Scuola primaria;Ente religioso;SI;Viale CORSICA 82;3262;4;25;CORSICA;9.23416879627;45.4619523269;(45.4619523269, 9.23416879627)
1516;2114;SALVATORE QUASIMODO;Scuola primaria;Statale;No;Via CARDINALE GIUSEPPE MEZZOFANTI 25;3277;4;25;CORSICA;9.2349577776;45.4648152358;(45.4648152358, 9.2349577776)
1516;2115;FAES MONFORTE - SCUOLA PRIMARIA FEMMINILE;Scuola primaria;Ente privato laico;SI;Via GIOVANNI ANTONIO AMADEO 11;3228;3;22;CITTA' STUDI;9.23170220306;45.4710772144;(45.4710772144, 9.23170220306)
1516;2116;SAN GIUSEPPE;Scuola primaria;Ente religioso;SI;Via ANTONIO BAZZINI 10;2427;3;22;CITTA' STUDI;9.22526156904;45.4817951575;(45.4817951575, 9.22526156904)
1516;2118;LEONARDO DA VINCI;Scuola primaria;Statale;No;Piazza LEONARDO DA VINCI 2;2208;3;22;CITTA' STUDI;9.22442627596;45.4775896255;(45.4775896255, 9.22442627596)
1516;2119;CINQUE GIORNATE;Scuola primaria;Statale;No;Viale MUGELLO 5;3140;4;26;XXII MARZO;9.22353512205;45.4612225027;(45.4612225027, 9.22353512205)
1516;2120;TITO SPERI;Scuola primaria;Statale;No;Via NICOLA ANTONIO PORPORA 11;2229;3;20;LORETO - CASORETTO - NOLO;9.2206087567;45.486124283;(45.486124283, 9.2206087567)
1516;2121;CASA DEI BAMBINI MONTESSORI;Scuola primaria;Ente privato laico;SI;Piazza SAN GEROLAMO 6;3316;4;25;CORSICA;9.23683560869;45.4693991904;(45.4693991904, 9.23683560869)
1516;2123;NOLLI - ARQUATI;Scuola primaria;Statale;No;Viale ROMAGNA 16;3102;3;22;CITTA' STUDI;9.22411783761;45.4703048746;(45.4703048746, 9.22411783761)
1516;2125;ROSSELLO GIUSEPPA;Scuola primaria;Ente religioso;SI;Via CARLO GOLDONI 68;3183;3;21;BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE;9.2204083758;45.4692415088;(45.4692415088, 9.2204083758)
1516;2126;PIER FRANCO BONETTI;Scuola primaria;Statale;No;Via FILIPPO TAJANI 12;3235;3;22;CITTA' STUDI;9.23683386326;45.4725654584;(45.4725654584, 9.23683386326)
1516;2127;RUDOLF STEINER;Scuola primaria;Ente privato laico;SI;Via CELESTE CLERICETTI 45;2221;3;22;CITTA' STUDI;9.23527388128;45.4794949543;(45.4794949543, 9.23527388128)
1516;2129;FONDAZIONE SACRO CUORE;Scuola primaria;Ente religioso;SI;Via ROMBON 78;2659;3;23;LAMBRATE - ORTICA;9.25215457923;45.4861791706;(45.4861791706, 9.25215457923)
1516;2130;ENRICO TOTI;Scuola primaria;Statale;No;Via OTTO E CAMILLO CIMA 15;2690;3;23;LAMBRATE - ORTICA;9.24734360052;45.4718995952;(45.4718995952, 9.24734360052)
1516;2131;ELSA MORANTE;Scuola primaria;Statale;No;Via TOMMASO PINI 3;2634;3;23;LAMBRATE - ORTICA;9.24037984426;45.4854077904;(45.4854077904, 9.24037984426)
1516;2132;MARIA MATER MEA;Scuola primaria;Ente religioso;SI;Via PUSIANO 57;2397;3;18;CIMIANO - ROTTOLE - Q.RE FELTRE;9.24644038852;45.5005381429;(45.5005381429, 9.24644038852)
1516;2134;BRUNO MUNARI;Scuola primaria;Statale;No;  68/3;;;18;CIMIANO - ROTTOLE - Q.RE FELTRE;;;
1516;2135;ENRICO FERMI;Scuola primaria;Statale;No;Via CARNIA 32;2395;3;18;CIMIANO - ROTTOLE - Q.RE FELTRE;9.23598934089;45.4950817175;(45.4950817175, 9.23598934089)
1516;2138;DECORATI AL VALOR CIVILE;Scuola primaria;Statale;No;Via DECORATI AL VALOR CIVILE 10;3366;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;9.24134418123;45.4604996107;(45.4604996107, 9.24134418123)
1516;2139;GEREMIA MELERI;Scuola primaria;Statale;No;Via GEREMIA MELERI 14;3350;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;9.2475222889;45.4565779756;(45.4565779756, 9.2475222889)
1516;2140;MADRE TERESA DI CALCUTTA;Scuola primaria;Statale;No;Largo ANSELMO GUERRIERI GONZAGA 4;3371;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;9.25173723183;45.4450135445;(45.4450135445, 9.25173723183)
1516;2141;SAN GIOVANNI BOSCO;Scuola primaria;Statale;No;Via LUIGI SORDELLO 7;3342;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;9.2457293531;45.443935696;(45.443935696, 9.2457293531)
1516;2142;Ucelli Di Nemi;Scuola primaria;Statale;No;Via GUIDO UCELLI DI NEMI 54;3375;4;31;MONLUE' - PONTE LAMBRO;9.26405977651;45.4378133263;(45.4378133263, 9.26405977651)
1516;2143;MARCELLO CANDIA;Scuola primaria;Statale;No;Via POLESINE 12;4159;4;35;LODI - CORVETTO;9.22265955929;45.4391678682;(45.4391678682, 9.22265955929)
1516;2144;MARCELLO CANDIA;Scuola primaria;Statale;No;Via VALLARSA 19;4142;5;36;SCALO ROMANA;9.21004173298;45.4425965692;(45.4425965692, 9.21004173298)
1516;2147;FABIO FILZI;Scuola primaria;Statale;No;Via RAVENNA 15;4281;4;35;LODI - CORVETTO;9.22124151561;45.4340948494;(45.4340948494, 9.22124151561)
1516;2148;Bognetti;Scuola primaria;Statale;No;Via DEI BOGNETTI 15;4246;5;37;MORIVIONE;9.18993992436;45.4380896962;(45.4380896962, 9.18993992436)
1516;2149;DAMIANO CHIESA;Scuola primaria;Statale;No;Via GIACOMO ANTONINI 50;4250;5;38;VIGENTINO - Q.RE FATIMA;9.19496355495;45.4370792539;(45.4370792539, 9.19496355495)
1516;2150;SCUOLA EUROPA;Scuola primaria;Ente privato laico;SI;Viale LUIGI MAJNO 39;2178;1;4;GUASTALLA;9.20508111111;45.4723973053;(45.4723973053, 9.20508111111)
1516;2151;SAN VINCENZO REGINA MUNDI;Scuola primaria;Ente religioso;SI;Via CARLO BONCOMPAGNI 18;4182;4;35;LODI - CORVETTO;9.22687787269;45.440082459;(45.440082459, 9.22687787269)
1516;2152;RENZO PEZZANI;Scuola primaria;Statale;No;  34/6;;;35;LODI - CORVETTO;;;
1516;2153;Puglie;Scuola primaria;Statale;No;Viale PUGLIE 4;4100;4;35;LODI - CORVETTO;9.22447393338;45.444979417;(45.444979417, 9.22447393338)
1516;2154;PASQUALE SOTTOCORNO;Scuola primaria;Statale;No;Via MONTE PIANA 11;4364;4;33;ROGOREDO - SANTA GIULIA;9.24706646307;45.4307318535;(45.4307318535, 9.24706646307)
1516;2156;Wolf-Ferrari;Scuola primaria;Statale;No;Via ERMANNO WOLF FERRARI 6;4294;5;38;VIGENTINO - Q.RE FATIMA;9.20497221644;45.4309101052;(45.4309101052, 9.20497221644)
1516;2158;MERKOS L'INYONEI CHINUCH;Scuola primaria;Ente privato laico;SI;Via DELLE FORZE ARMATE 61;6643;7;52;BANDE NERE;9.13061727337;45.4629065269;(45.4629065269, 9.13061727337)
1516;2159;A. LIMONTA - ISTITUTO CANOSSIANE;Scuola primaria;Ente religioso;SI;Via TAGLIAMENTO 12;4147;4;35;LODI - CORVETTO;9.21275521826;45.4435424306;(45.4435424306, 9.21275521826)
1516;2160;CESARE BATTISTI;Scuola primaria;Statale;No;Via NICOLA PALMIERI 24;5323;5;42;STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA;9.17842685786;45.4348276558;(45.4348276558, 9.17842685786)
1516;2161;ISTITUTO MADRE COCCHETTI ANNNUNCIATA;Scuola primaria;Ente religioso;SI;Viale GIOVANNI DA CERMENATE 4;5261;5;42;STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA;9.17668939303;45.437295843;(45.437295843, 9.17668939303)
1516;2162;CLEMENTINA PERONE;Scuola primaria;Statale;No;Via SAN GIACOMO 1;5313;5;42;STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA;9.17340496909;45.4294072384;(45.4294072384, 9.17340496909)
1516;2163;Feraboli;Scuola primaria;Statale;No;Via ACHILLE FERABOLI 44;5421;5;41;GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE;9.17019760983;45.41470001;(45.41470001, 9.17019760983)
1516;2164;Arcadia;Scuola primaria;Statale;No;Via DELL'ARCADIA 22;5439;5;41;GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE;9.17271307768;45.4180340646;(45.4180340646, 9.17271307768)
1516;2165;Baroni  ;Scuola primaria;Statale;No;Via COSTANTINO BARONI 73;5422;5;41;GRATOSOGLIO - Q.RE MISSAGLIA - Q.RE TERRAZZE;9.17157484125;45.4063396333;(45.4063396333, 9.17157484125)
1516;2166;LA ZOLLA;Scuola primaria;Ente religioso;SI;Via GIULIO CARCANO 53;5248;5;43;TIBALDI;9.18500370073;45.4394469828;(45.4394469828, 9.18500370073)
1516;2167;SAN PAOLINO;Scuola primaria;Statale;No;Via ENRICO DE NICOLA 40;5430;6;46;BARONA;9.15919690554;45.4301421123;(45.4301421123, 9.15919690554)
1516;2168;DOMENICO MORO;Scuola primaria;Statale;No;Via PESCARENICO 6;5438;5;42;STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA;9.17169480586;45.4327404158;(45.4327404158, 9.17169480586)
1516;2169;GINO CAPPONI;Scuola primaria;Statale;No;Via GIOVANNI ENRICO PESTALOZZI 13;5294;6;45;MONCUCCO - SAN CRISTOFORO;9.15532204232;45.4459670934;(45.4459670934, 9.15532204232)
1516;2170;SANT'AMBROGIO;Scuola primaria;Statale;No;Via ENRICO DE NICOLA 2;5430;6;46;BARONA;9.15434002741;45.4308259864;(45.4308259864, 9.15434002741)
1516;2171;GAETANO CASATI;Scuola primaria;Statale;No;Via SAN COLOMBANO 8;5366;6;48;RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO;9.12666441842;45.4386551972;(45.4386551972, 9.12666441842)
1516;2172;TRE CASTELLI;Scuola primaria;Statale;No;Via RICCARDO BALSAMO CRIVELLI 3;5447;6;48;RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO;9.13751603472;45.4390839754;(45.4390839754, 9.13751603472)
1516;2173;SANDRO PERTINI;Scuola primaria;Statale;No;Via SALERNO 3;5269;6;48;RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO;9.14753753492;45.4378317572;(45.4378317572, 9.14753753492)
1516;2174;GALILEO FERRARIS;Scuola primaria;Statale;No;Via BARONA 70;5356;6;46;BARONA;9.14787398454;45.4321880156;(45.4321880156, 9.14787398454)
1516;2176;Massaua ;Scuola primaria;Statale;No;Via LUIGI SCROSATI 4;6488;6;52;BANDE NERE;9.13937804287;45.4538565937;(45.4538565937, 9.13937804287)
1516;2177;Pisa ;Scuola primaria;Statale;No;Via UGO PISA 1;6663;6;53;LORENTEGGIO;9.12102597905;45.4532169303;(45.4532169303, 9.12102597905)
1516;2178;Anemoni;Scuola primaria;Statale;No;Via DEGLI ANEMONI 8;6718;6;53;LORENTEGGIO;9.13050541515;45.4557187738;(45.4557187738, 9.13050541515)
1516;2180;SANT'ANGELA MERICI;Scuola primaria;Ente religioso;SI;Via VESPRI SICILIANI 55;5137;6;49;GIAMBELLINO;9.14642836977;45.4517252628;(45.4517252628, 9.14642836977)
1516;2181;NAZARIO SAURO;Scuola primaria;Statale;No;Via VESPRI SICILIANI 75;5137;6;49;GIAMBELLINO;9.14254311215;45.4504848261;(45.4504848261, 9.14254311215)
1516;2182;SCUOLA COMUNITA' EBRAICA;Scuola primaria;Ente privato laico;SI;Via SALLY MAYER 4;6810;6;52;BANDE NERE;9.13766853182;45.4557952661;(45.4557952661, 9.13766853182)
1516;2183;GRIGIONI;Scuola primaria;Statale;No;Via LUIGI SCROSATI 3;6488;6;52;BANDE NERE;9.1396548731;45.4536283001;(45.4536283001, 9.1396548731)
1516;2185;DEVOTA MACULAN;Scuola primaria;Ente religioso;SI;Via ANGELO INGANNI 12;6672;6;53;LORENTEGGIO;9.12776987533;45.4476980773;(45.4476980773, 9.12776987533)
1516;2186;Narcisi ;Scuola primaria;Statale;No;Via DEI NARCISI 2;6686;6;53;LORENTEGGIO;9.12867168776;45.450107314;(45.450107314, 9.12867168776)
1516;2187;Viterbo;Scuola primaria;Statale;No;Via VITERBO 31;6712;7;56;FORZE ARMATE;9.10768228614;45.4561106083;(45.4561106083, 9.10768228614)
1516;2188;Forze armate ;Scuola primaria;Statale;No;Via DELLE FORZE ARMATE 279;6643;7;56;FORZE ARMATE;9.10344488983;45.4589700894;(45.4589700894, 9.10344488983)
1516;2189;NICCOLO' TOMMASEO;Scuola primaria;Statale;No;Via MUGGIANO 16;6715;7;54;MUGGIANO;9.07061808408;45.4487064666;(45.4487064666, 9.07061808408)
1516;2190;CARLO ZIMA - ANITA GARIBALDI;Scuola primaria;Statale;No;Via ANSELMO DA BAGGIO 60;6782;7;55;BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA;9.08724561432;45.4640785857;(45.4640785857, 9.08724561432)
1516;2191;FRANCESCA SAVERIO CABRINI;Scuola primaria;Statale;No;Via DELLE FORZE ARMATE 65;6643;7;52;BANDE NERE;9.12974688132;45.4629069938;(45.4629069938, 9.12974688132)
1516;2192;MATER DIVINAE GRATIAE;Scuola primaria;Ente religioso;SI;Via TOMMASO GULLI 14;6634;7;52;BANDE NERE;9.1345515826;45.4653315475;(45.4653315475, 9.1345515826)
1516;2193;FRATELLI CERVI;Scuola primaria;Statale;No;Via DEI SALICI 2;6829;7;55;BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA;9.081061768215374;45.45204251826601;(45.45204251826601, 9.081061768215374)
1516;2195;MADRE BUCCHI;Scuola primaria;Ente religioso;SI;Via PALMI 25;6699;7;56;FORZE ARMATE;9.09831436779;45.4585133296;(45.4585133296, 9.09831436779)
1516;2196;LUIGI EINAUDI;Scuola primaria;Statale;No;Via VAL D'INTELVI 11;6752;7;55;BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA;9.08719634173;45.4609082798;(45.4609082798, 9.08719634173)
1516;2198;Valdagno;Scuola primaria;Statale;No;Via VALDAGNO 8;6581;7;56;FORZE ARMATE;9.11243812176;45.4612551221;(45.4612551221, 9.11243812176)
1516;2200;BETLEM;Scuola primaria;Ente religioso;SI;Via NOVARA 540;6624;7;63;FIGINO;9.0720423423;45.4896363023;(45.4896363023, 9.0720423423)
1516;2201;CARLO POMA;Scuola primaria;Statale;No;Via GAETANO AIRAGHI 42;6330;7;62;QUINTO ROMANO;9.08507946176;45.4756348083;(45.4756348083, 9.08507946176)
1516;2202;LUCIANO MANARA;Scuola primaria;Statale;No;Via FELICITE' ROBERT LAMENNAIS 20;6084;7;61;QUARTO CAGNINO;9.11311215467;45.4737125985;(45.4737125985, 9.11311215467)
1516;2204;CASA DEI BAMBINI - SCUOLA MONTESSORI;Scuola primaria;Ente privato laico;SI;Via AROSIO 3;6479;7;60;STADIO - IPPODROMI;9.12487173685;45.4733298937;(45.4733298937, 9.12487173685)
1516;2206;Visconti;Scuola primaria;Statale;No;Via ALEX VISCONTI 16;7529;8;65;Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO;9.10021152433;45.50378016;(45.50378016, 9.10021152433)
1516;2207;Viscontini ;Scuola primaria;Statale;No;Via MATILDE VISCONTINI 7;6749;8;65;Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO;9.106119773835491;45.490693028103834;(45.490693028103834, 9.106119773835491)
1516;2208;IPPOLITO NIEVO;Scuola primaria;Statale;No;Via LUCIO CORNELIO SILLA 150;6732;7;63;FIGINO;9.07735552507;45.4935284235;(45.4935284235, 9.07735552507)
1516;2210;Cilea;Scuola primaria;Statale;No;Via FRANCESCO CILEA 12;7526;8;65;Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO;9.10520170167;45.4971195727;(45.4971195727, 9.10520170167)
1516;2211;Ande;Scuola primaria;Statale;No;Via DELLE ANDE 4;7496;8;65;Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO;9.12497390045;45.4942638764;(45.4942638764, 9.12497390045)
1516;2212;MARIA MONTESSORI;Scuola primaria;Statale;No;Via GIACOMO QUARENGHI 10;7478;8;65;Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO;9.12078016406;45.4945844238;(45.4945844238, 9.12078016406)
1516;2213;RICCARDO MASSA;Scuola primaria;Statale;No;Via GIACOMO QUARENGHI 12;7478;8;65;Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO;9.11991930133;45.494729649;(45.494729649, 9.11991930133)
1516;2214;LUIGI CADORNA;Scuola primaria;Statale;No;Via CARLO DOLCI 5;6555;7;57;SAN SIRO;9.14297546501;45.4719645363;(45.4719645363, 9.14297546501)
1516;2216;CASA DEI BAMBINI MONTESSORI;Scuola primaria;Ente privato laico;SI;Via LORENZO BARTOLINI 46;7178;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.1523223502;45.4921437538;(45.4921437538, 9.1523223502)
1516;2217;BEATA VERGINE;Scuola primaria;Ente religioso;SI;Via GIUSEPPE TERRAGNI 36;6445;8;66;QT 8;9.13340885459;45.4859003686;(45.4859003686, 9.13340885459)
1516;2218;Monte Baldo;Scuola primaria;Statale;No;Via MONTE BALDO 11;6323;7;60;STADIO - IPPODROMI;9.11922116483;45.4755225545;(45.4755225545, 9.11922116483)
1516;2220;MARTIN LUTHER KING;Scuola primaria;Statale;No;Piazza SANTA MARIA NASCENTE 30;6441;8;66;QT 8;9.13408128311;45.4870440454;(45.4870440454, 9.13408128311)
1516;2221;GIUSEPPE LOMBARDO RADICE;Scuola primaria;Statale;No;Via PIER ALESSANDRO PARAVIA 83;6571;7;60;STADIO - IPPODROMI;9.13558247395;45.4745577547;(45.4745577547, 9.13558247395)
1516;2222;SAN GIUSEPPE CALASANZIO;Scuola primaria;Statale;No;Via DON CARLO GNOCCHI 25;6483;7;60;STADIO - IPPODROMI;9.12502956366;45.4724749083;(45.4724749083, 9.12502956366)
1516;2223;SANTA GIULIANA FALCONIERI;Scuola primaria;Ente religioso;SI;Via BERNARDO ZAMAGNA 18;6570;7;60;STADIO - IPPODROMI;9.13386828537;45.4749914776;(45.4749914776, 9.13386828537)
1516;2224;ECOLE FRANCAISE DE MILAN;Scuola primaria;Ente privato laico;No;Via LAVENO 12;6504;7;60;STADIO - IPPODROMI;9.13830410336;45.4769641148;(45.4769641148, 9.13830410336)
1516;2227;GIOVANNI GHERARDINI;Scuola primaria;Statale;No;Via PIER FRANCESCO CITTADINI 9;7475;8;76;QUARTO OGGIARO - VIALBA - MUSOCCO;9.12937002728;45.5141313334;(45.5141313334, 9.12937002728)
1516;2228;Val Lagarina;Scuola primaria;Statale;No;Via VAL LAGARINA 44;7489;8;76;QUARTO OGGIARO - VIALBA - MUSOCCO;9.13500874064;45.520546623;(45.520546623, 9.13500874064)
1516;2229;GOFFREDO MAMELI;Scuola primaria;Statale;No;Via CONSOLE MARCELLO 9;7278;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.14812332632;45.498819955;(45.498819955, 9.14812332632)
1516;2230;RINNOVATA PIZZIGONI;Scuola primaria;Statale;No;Via CASTELLINO DA CASTELLO 10;7308;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.1585545643;45.4962021931;(45.4962021931, 9.1585545643)
1516;2231;DANTE ALIGHIERI;Scuola primaria;Statale;No;Via MAC MAHON 100;7221;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.15603979085;45.4955650132;(45.4955650132, 9.15603979085)
1516;2232;GIOVANNI XXIII;Scuola primaria;Ente religioso;SI;Via GIOVANNI AMBROGIO DE PREDIS 8;7293;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.15136184634;45.4974554306;(45.4974554306, 9.15136184634)
1516;2233;LA ZOLLA;Scuola primaria;Ente privato laico;SI;Via CACCIALEPORI 22;6557;7;57;SAN SIRO;9.14302381054;45.4695107017;(45.4695107017, 9.14302381054)
1516;2234;PIETRO MICCA;Scuola primaria;Statale;No;Via GATTAMELATA 35;7156;8;67;PORTELLO;9.15187516795;45.4838168971;(45.4838168971, 9.15187516795)
1516;2235;VITTORIO BACHELET;Scuola primaria;Statale;No;Via SAPRI 50;7441;8;72;MAGGIORE - MUSOCCO - CERTOSA;9.12957823251;45.5045495421;(45.5045495421, 9.12957823251)
1516;2236;ALFREDO CAPPELLINI;Scuola primaria;Statale;No;Via GIOVANNI BATTISTA DE ROSSI 2;7401;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.1405996241;45.5010454712;(45.5010454712, 9.1405996241)
1516;2237;MARIA CONSOLATRICE;Scuola primaria;Ente religioso;SI;Via AMPEZZO 8;7392;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;9.14047084432;45.4970361628;(45.4970361628, 9.14047084432)
