Identifiant station;Code postal;Adresse;Opérateurs;Motorisation;Etat fonctionnel;URL Opérateur;Complément adresse;Nombre de places réservées;geo_shape;geo_point_2d
E-004;75003;39 RUE DE VOLTA;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;4;"{""coordinates"": [2.3578515005876612, 48.86648100028483], ""type"": ""Point""}";48.86648100028483,2.3578515005876612
E-020;75007;30 BOULEVARD DES INVALIDES;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;4;"{""coordinates"": [2.314273499753551, 48.852189000030066], ""type"": ""Point""}";48.852189000030066,2.314273499753551
E-080;75015;33 RUE DE DANTZIG;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.299193999891735, 48.83381100022941], ""type"": ""Point""}";48.83381100022941,2.299193999891735
E-127;75019;44 RUE ARMAND CARREL;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;5;"{""coordinates"": [2.376355500147722, 48.88286999986598], ""type"": ""Point""}";48.88286999986598,2.376355500147722
E-146;75020;328 RUE DES PYRENEES;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;5;"{""coordinates"": [2.3905260000251123, 48.873140999852566], ""type"": ""Point""}";48.873140999852566,2.3905260000251123
U-020;75010;242 RUE DU FAUBOURG SAINT MARTIN;Clem-e;Electrique & hybride rechargeable;oui;https://www.clem-e.com/;;5;"{""coordinates"": [2.3665184999201787, 48.8820419996096], ""type"": ""Point""}";48.8820419996096,2.3665184999201787
U-029;75013;157 BOULEVARD DE L HOPITAL;Clem-e;Electrique & hybride rechargeable;oui;https://www.clem-e.com/;;6;"{""coordinates"": [2.3571074503518763, 48.83318551957493], ""type"": ""Point""}";48.83318551957493,2.3571074503518763
U-033;75015;54 RUE HERICART;Clem-e;Electrique & hybride rechargeable;oui;https://www.clem-e.com/;;4;"{""coordinates"": [2.287021500277054, 48.848894999555405], ""type"": ""Point""}";48.848894999555405,2.287021500277054
15-T006;75003;18 RUE CAFFARELLI;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.3623335002725816, 48.86389800044239], ""type"": ""Point""}";48.86389800044239,2.3623335002725816
15-T027;75009;1 RUE MILTON;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.3403780005377883, 48.87676799966177], ""type"": ""Point""}";48.87676799966177,2.3403780005377883
15-T041;75011;108 BOULEVARD RICHARD LENOIR;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.371572000348284, 48.863898000038574], ""type"": ""Point""}";48.863898000038574,2.371572000348284
15-T056;75013;21 RUE TOLBIAC;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.3739570003032133, 48.828905999931436], ""type"": ""Point""}";48.828905999931436,2.3739570003032133
15-T073;75015;26 PLACE ETIENNE PERNET;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.292030000136142, 48.842567999576914], ""type"": ""Point""}";48.842567999576914,2.292030000136142
18-T022;75010;41 RUE LOUIS BLANC;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.364052499555603, 48.881574000198334], ""type"": ""Point""}";48.881574000198334,2.364052499555603
18-T081;75016;15 AVENUE PAUL DOUMER;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.284829999773464, 48.861324000290345], ""type"": ""Point""}";48.861324000290345,2.284829999773464
18-T101;75017;10 RUE CURNONSKY;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.2966064998927056, 48.890511000054154], ""type"": ""Point""}";48.890511000054154,2.2966064998927056
18-T104;75017;39 RUE BROCHANT;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.3193539999985098, 48.89011500000944], ""type"": ""Point""}";48.89011500000944,2.3193539999985098
E-016;75006;39 RUE NOTRE DAME DES CHAMPS;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;4;"{""coordinates"": [2.329240499489366, 48.84490799995737], ""type"": ""Point""}";48.84490799995737,2.329240499489366
E-038;75010;52 RUE DE CHATEAU LANDON;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;4;"{""coordinates"": [2.3643000001701817, 48.88360800029518], ""type"": ""Point""}";48.88360800029518,2.3643000001701817
E-041;75011;1 RUE LEON FROT;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;4;"{""coordinates"": [2.388149999674403, 48.853331999776245], ""type"": ""Point""}";48.853331999776245,2.388149999674403
E-076;75014;59 BOULEVARD SAINT JACQUES;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.3361075005939846, 48.83283000019831], ""type"": ""Point""}";48.83283000019831,2.3361075005939846
E-100;75016;6 RUE ADOLPHE YVON;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.2710330006377015, 48.864267000191425], ""type"": ""Point""}";48.864267000191425,2.2710330006377015
E-126;75019;29 RUE EMILE REYNAUD;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.386453499327381, 48.90154499957066], ""type"": ""Point""}";48.90154499957066,2.386453499327381
E-129;75019;7 BOULEVARD D ALGERIE;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;4;"{""coordinates"": [2.4004709996137277, 48.87987300004915], ""type"": ""Point""}";48.87987300004915,2.4004709996137277
E-131;75019;22 RUE DE LORRAINE;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;4;"{""coordinates"": [2.3834745000461695, 48.88566000021973], ""type"": ""Point""}";48.88566000021973,2.3834745000461695
E-142;75020;231 RUE DES PYRENNEES;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;4;"{""coordinates"": [2.399193000563695, 48.86377200007496], ""type"": ""Point""}";48.86377200007496,2.399193000563695
U-039;75016;1 BOULEVARD MURAT;Clem-e;Electrique & hybride rechargeable;oui;https://www.clem-e.com/;;5;"{""coordinates"": [2.258982000081363, 48.847671000004965], ""type"": ""Point""}";48.847671000004965,2.258982000081363
15-T030;75009;3 RUE JULES LEFEBVRE;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.3279579993388175, 48.88041299991197], ""type"": ""Point""}";48.88041299991197,2.3279579993388175
15-T046;75011;14 RUE JEAN MACE;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.3834249999121755, 48.85325099981694], ""type"": ""Point""}";48.85325099981694,2.3834249999121755
15-T094;75019;169 AVENUE DE FLANDRE;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.381080500172892, 48.894246000348026], ""type"": ""Point""}";48.894246000348026,2.381080500172892
15-T095;75019;10 AVENUE MATHURIN MOREAU;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.3718644996603633, 48.87804600044533], ""type"": ""Point""}";48.87804600044533,2.3718644996603633
15-T102;75020;3 RUE FREDERIC LOLIEE;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.405731500635521, 48.84953399996619], ""type"": ""Point""}";48.84953399996619,2.405731500635521
18-T031;75012;73 AVENUE LEDRU ROLLIN;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.3744114994763095, 48.8499030003226], ""type"": ""Point""}";48.8499030003226,2.3744114994763095
18-T085;75016;3 RUE DE LA TOUR;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.2840435200915525, 48.85869243517055], ""type"": ""Point""}";48.85869243517055,2.2840435200915525
E-084;75015;33 RUE DE LOURMEL;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.290531499689534, 48.8482919997579], ""type"": ""Point""}";48.8482919997579,2.290531499689534
E-101;75016;93 AVENUE VICTOR HUGO;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.284573499576887, 48.86920800003585], ""type"": ""Point""}";48.86920800003585,2.284573499576887
E-108;75017;46 AVENUE DE VILLIERS;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.308067999466554, 48.8832660001743], ""type"": ""Point""}";48.8832660001743,2.308067999466554
E-145;75020;30 BOULEVARD DE MENILMONTANT;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.387861999632507, 48.862700999805924], ""type"": ""Point""}";48.862700999805924,2.387861999632507
E-148;75020;65 COURS DE VINCENNES;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.4054164996759075, 48.84793199985207], ""type"": ""Point""}";48.84793199985207,2.4054164996759075
U-003;75002;10 RUE DU QUATRE SEPTEMBRE;Clem-e;Electrique & hybride rechargeable;oui;https://www.clem-e.com/;;5;"{""coordinates"": [2.3383845006490356, 48.869334000119316], ""type"": ""Point""}";48.869334000119316,2.3383845006490356
U-008;75005;19 RUE DES ECOLES;Clem-e;Electrique & hybride rechargeable;oui;https://www.clem-e.com/;;5;"{""coordinates"": [2.3509530003566477, 48.84785100009837], ""type"": ""Point""}";48.84785100009837,2.3509530003566477
U-040;75017;92 BOULEVARD DES BATIGNOLLES;Clem-e;Electrique & hybride rechargeable;oui;https://www.clem-e.com/;;4;"{""coordinates"": [2.3175944997667326, 48.881736000167045], ""type"": ""Point""}";48.881736000167045,2.3175944997667326
U-042;75017;115 BOULEVARD PEREIRE;Clem-e;Electrique & hybride rechargeable;oui;https://www.clem-e.com/;;6;"{""coordinates"": [2.299193999818139, 48.885650999796425], ""type"": ""Point""}";48.885650999796425,2.299193999818139
15-T071;75015;10 AVENUE EMILE ZOLA;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.2788585006253688, 48.846086999672345], ""type"": ""Point""}";48.846086999672345,2.2788585006253688
18-T016;75009;7 RUE FORCHOT;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.337327000490543, 48.881502000311336], ""type"": ""Point""}";48.881502000311336,2.337327000490543
18-T034;75012;75 RUE DU RENDEZ VOUS;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.40029550034161, 48.84679799963911], ""type"": ""Point""}";48.84679799963911,2.40029550034161
18-T074;75015;25 RUE DE CEVENNES;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.277904500346813, 48.84377399962951], ""type"": ""Point""}";48.84377399962951,2.277904500346813
18-T091;75017;1 RUE NAVIER;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.3280075004277294, 48.8954879996911], ""type"": ""Point""}";48.8954879996911,2.3280075004277294
18-T142;75020;8 RUE DES MARONITES;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.38334400049527, 48.867947999919394], ""type"": ""Point""}";48.867947999919394,2.38334400049527
E-003;75002;31 RUE DU LOUVRE;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;4;"{""coordinates"": [2.343352500407048, 48.866111999794946], ""type"": ""Point""}";48.866111999794946,2.343352500407048
E-009;75005;27 RUE GEOFFROY SAINT HILAIRE;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.35610099952989, 48.840390000000575], ""type"": ""Point""}";48.840390000000575,2.35610099952989
E-037;75010;47 RUE DE LA GRANGE AUX BELLES;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;5;"{""coordinates"": [2.368071000117922, 48.87598500028603], ""type"": ""Point""}";48.87598500028603,2.368071000117922
E-054;75012;80 RUE DE REUILLY;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;5;"{""coordinates"": [2.391291000509077, 48.843135000184446], ""type"": ""Point""}";48.843135000184446,2.391291000509077
E-106;75017;4 RUE POUCHET;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;5;"{""coordinates"": [2.3187869995669894, 48.891752999594054], ""type"": ""Point""}";48.891752999594054,2.3187869995669894
E-133;75019;96 AVENUE SIMON BOLIVAR;Ubeeqo (avec bornes);Electrique & hybride rechargeable;oui;https://www.ubeeqo.com/;;6;"{""coordinates"": [2.374204500402022, 48.87760500034879], ""type"": ""Point""}";48.87760500034879,2.374204500402022
U-004;75003;27 RUE PASTOURELLE;Clem-e;Electrique & hybride rechargeable;oui;https://www.clem-e.com/;;6;"{""coordinates"": [2.359057499727902, 48.8627999996359], ""type"": ""Point""}";48.8627999996359,2.359057499727902
15-T040;75011;34 RUE MORET;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.3787495005646364, 48.86792099991281], ""type"": ""Point""}";48.86792099991281,2.3787495005646364
15-T063;75014;9 AVENUE RENE COTY;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.333816999535741, 48.83115599961485], ""type"": ""Point""}";48.83115599961485,2.333816999535741
15-T069;75015;5 AVENUE DE SUFFREN;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.292210000299249, 48.85689599973083], ""type"": ""Point""}";48.85689599973083,2.292210000299249
15-T077;75016;94 BOULEVARD MURAT;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.256380999577919, 48.839319000368576], ""type"": ""Point""}";48.839319000368576,2.256380999577919
15-T092;75003;8 RUE DE BRETAGNE;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.3640299993291336, 48.86225100009947], ""type"": ""Point""}";48.86225100009947,2.3640299993291336
15-T103;75009;33 BOULEVARD ROCHECHOUART;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.3453774998989023, 48.882906000223855], ""type"": ""Point""}";48.882906000223855,2.3453774998989023
18-T025;75011;6 RUE GOBERT;Getaround;Thermique & hybride;oui;https://fr.getaround.com/;;2;"{""coordinates"": [2.382529500181147, 48.85560000023247], ""type"": ""Point""}";48.85560000023247,2.382529500181147
18-T037;75012;61 RUE DE FECAMP;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.4018074997895407, 48.83695200029025], ""type"": ""Point""}";48.83695200029025,2.4018074997895407
18-T041;75013;90 RUE NATIONALE;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.366397000358163, 48.827357999790905], ""type"": ""Point""}";48.827357999790905,2.366397000358163
18-T043;75013;73 AVENUE D ITALIE;Communauto;Thermique & hybride;oui;https://paris.communauto.com/;;2;"{""coordinates"": [2.3578379995593117, 48.82530600000855], ""type"": ""Point""}";48.82530600000855,2.3578379995593117
18-T049;75013;185 AVENUE DE CHOISY;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.3573744995090062, 48.82914000016289], ""type"": ""Point""}";48.82914000016289,2.3573744995090062
18-T076;75015;3 RUE BEAUGRENELLE;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.284843499658807, 48.847967999866086], ""type"": ""Point""}";48.847967999866086,2.284843499658807
18-T084;75016;186 AVENUE VICTOR HUGO;Ubeeqo;Thermique & hybride;oui;https://www.ubeeqo.com/;;2;"{""coordinates"": [2.274912000488354, 48.86538300012118], ""type"": ""Point""}";48.86538300012118,2.274912000488354
