id_amat;id_via;num_civico;municipio;stato;categorieveicoli;numero_manufatti;stalli_per_manufatto;stalli_totali;tipomanufatto;ubicazione;LONG_X_4326;LAT_Y_4326;Location
455;7516;13;8;Esistente;Velocipedi;3;5;15;Verona _ Ambrogio;Cortile o altro spazio collegato al civico;9.11247534328085;45.4936858718464;"(45.4936858718464, 9.11247534328085)"
456;6703;15;7;Esistente;Velocipedi;2;5;10;Verona;Alla quota della carreggiata;9.11179933230784;45.4658976154133;"(45.4658976154133, 9.11179933230784)"
457;6703;15;7;Esistente;Velocipedi;2;5;10;Verona;Cortile o altro spazio collegato al civico;9.11179459448868;45.4661284018653;"(45.4661284018653, 9.11179459448868)"
458;3287;;4;Esistente;Velocipedi;2;5;10;Verona _ Ambrogio;Marciapiede;9.22654884275891;45.4666872207542;"(45.4666872207542, 9.22654884275891)"
459;2378;19;2;Esistente;Velocipedi;1;5;5;Verona _ Ambrogio;Cortile o altro spazio collegato al civico;9.24002177583292;45.5002200994641;"(45.5002200994641, 9.24002177583292)"
460;7476;25;8;Esistente;Velocipedi;5;5;25;Redondo Inox;Cortile o altro spazio collegato al civico;9.13261358830398;45.5178939832364;"(45.5178939832364, 9.13261358830398)"
461;4133;69;5;Esistente;Velocipedi;2;5;10;Verona _ Ambrogio;Marciapiede;9.20878440702801;45.4402729051073;"(45.4402729051073, 9.20878440702801)"
462;4133;69;5;Esistente;Velocipedi;1;5;5;Verona _ Ambrogio;Marciapiede;9.20866927251816;45.4402694545196;"(45.4402694545196, 9.20866927251816)"
463;6490;;8;Esistente;Velocipedi;1;5;5;Verona _ Ambrogio;Alla quota della carreggiata;9.12957092636688;45.4862685735652;"(45.4862685735652, 9.12957092636688)"
464;6696;2;7;Esistente;Velocipedi;2;5;10;Verona;Cortile o altro spazio collegato al civico;9.11370146155693;45.4604187994746;"(45.4604187994746, 9.11370146155693)"
465;2143;;3;Esistente;Velocipedi;1;5;5;Verona;Marciapiede;9.21140541871165;45.4804483879432;"(45.4804483879432, 9.21140541871165)"
466;2275;118;2;Esistente;Velocipedi;2;5;10;Verona _ Ambrogio;Marciapiede;9.23065198762789;45.4962502300872;"(45.4962502300872, 9.23065198762789)"
467;2275;175;2;Esistente;Velocipedi;3;5;15;Verona _ Ambrogio;Marciapiede;9.23750790900791;45.501658186186;"(45.501658186186, 9.23750790900791)"
468;706;6;1;Esistente;Velocipedi;4;5;20;Verona;Marciapiede;9.17710194566606;45.4686981510273;"(45.4686981510273, 9.17710194566606)"
469;1025;17;1;Esistente;Velocipedi;3;5;15;Verona;Alla quota della carreggiata;9.18445340682952;45.4751588438456;"(45.4751588438456, 9.18445340682952)"
471;2390;87;2;Esistente;Velocipedi;1;5;5;Verona _ Ambrogio;Marciapiede;9.24038798289013;45.4996830977875;"(45.4996830977875, 9.24038798289013)"
472;7585;;7;Esistente;Velocipedi;2;5;10;Verona;Marciapiede;9.11363287837293;45.4551927694115;"(45.4551927694115, 9.11363287837293)"
473;7585;;7;Esistente;Velocipedi;1;5;5;Verona;Marciapiede;9.11393763376265;45.4552566552399;"(45.4552566552399, 9.11393763376265)"
474;2225;35;3;Esistente;Velocipedi;2;5;10;Verona _ Ambrogio;Cortile o altro spazio collegato al civico;9.23471574162288;45.4786460459192;"(45.4786460459192, 9.23471574162288)"
475;2225;35;3;Esistente;Velocipedi;2;5;10;Redondo Inox;Cortile o altro spazio collegato al civico;9.23465259698276;45.4788355371294;"(45.4788355371294, 9.23465259698276)"
476;1589;4;9;Esistente;Velocipedi;3;5;15;Verona _ Ambrogio;Cortile o altro spazio collegato al civico;9.19323682075742;45.5154473267929;"(45.5154473267929, 9.19323682075742)"
478;2240;;3;Esistente;Velocipedi;2;5;10;Verona;Marciapiede;9.2155425914012;45.4845489887184;"(45.4845489887184, 9.2155425914012)"
479;2240;;3;Esistente;Velocipedi;1;5;5;Verona;Marciapiede;9.21562458585358;45.4845893693636;"(45.4845893693636, 9.21562458585358)"
480;1126;32;9;Esistente;Velocipedi;1;5;5;Verona;Marciapiede;9.18496246813356;45.4867561727196;"(45.4867561727196, 9.18496246813356)"
481;1126;12;9;Esistente;Velocipedi;3;5;15;Verona _ Ambrogio;Marciapiede;9.18661253198442;45.4859770302957;"(45.4859770302957, 9.18661253198442)"
482;1126;18;9;Esistente;Velocipedi;2;5;10;Verona _ Ambrogio;Marciapiede;9.18612566137413;45.4861768494121;"(45.4861768494121, 9.18612566137413)"
483;1126;18;9;Esistente;Velocipedi;2;5;10;Verona _ Ambrogio;Marciapiede;9.18575411933856;45.4863454523055;"(45.4863454523055, 9.18575411933856)"
484;5294;13;6;Esistente;Velocipedi;3;5;15;Verona _ Ambrogio;Cortile o altro spazio collegato al civico;9.15549202223625;45.4459101320786;"(45.4459101320786, 9.15549202223625)"
485;3114;27;4;Esistente;Velocipedi;1;4;4;Triangolare;Marciapiede;9.2172591233398;45.4656948734222;"(45.4656948734222, 9.2172591233398)"
487;6832;1;7;Esistente;Velocipedi;2;5;10;Verona;Marciapiede;9.11523539015846;45.46997397914;"(45.46997397914, 9.11523539015846)"
488;572;;1;Esistente;Velocipedi;3;3;9;Parigina;Marciapiede;9.18606307521558;45.4638275623088;"(45.4638275623088, 9.18606307521558)"
489;1195;16;2;Esistente;Velocipedi;2;6;12;Verona;Marciapiede;9.1997496549713;45.4841647348188;"(45.4841647348188, 9.1997496549713)"
490;1195;30;9;Esistente;Velocipedi;1;5;5;Verona;Marciapiede;9.19565566701563;45.4845478687741;"(45.4845478687741, 9.19565566701563)"
491;2188;13;3;Esistente;Velocipedi;3;5;15;Verona _ Ambrogio;Cortile o altro spazio collegato al civico;9.21105606546431;45.4703505802829;"(45.4703505802829, 9.21105606546431)"
492;2108;;1;Esistente;Velocipedi;2;5;10;Verona;Marciapiede;9.2056920819691;45.4747137869121;"(45.4747137869121, 9.2056920819691)"
493;2634;1;3;Esistente;Velocipedi;1;5;5;Verona _ Ambrogio;Cortile o altro spazio collegato al civico;9.23998880042084;45.4845934909502;"(45.4845934909502, 9.23998880042084)"
494;6773;30;7;Esistente;Velocipedi;1;5;5;Verona;Marciapiede;9.08939863514687;45.4623671147662;"(45.4623671147662, 9.08939863514687)"
495;6773;10;7;Esistente;Velocipedi;2;10;20;Verona;Cortile o altro spazio collegato al civico;9.09015052080266;45.4632044575581;"(45.4632044575581, 9.09015052080266)"
496;1062;4;1;Esistente;Velocipedi;5;5;25;Redondo Inox;Cortile o altro spazio collegato al civico;9.19139776996798;45.4801556957594;"(45.4801556957594, 9.19139776996798)"
497;6304;60;7;Esistente;Velocipedi;2;5;10;Verona _ Ambrogio;Cortile o altro spazio collegato al civico;9.10404396828104;45.4708235061062;"(45.4708235061062, 9.10404396828104)"
499;402;80;1;Esistente;Velocipedi;1;5;5;Verona _ Ambrogio;Marciapiede;9.19511062561476;45.4563264519677;"(45.4563264519677, 9.19511062561476)"
500;3016;53;1;Esistente;Velocipedi;1;5;5;Verona _ Ambrogio;Marciapiede;9.20598630287074;45.4623833509006;"(45.4623833509006, 9.20598630287074)"
501;629;4;1;Esistente;Velocipedi;1;5;5;Verona;Marciapiede;9.1838161796163;45.4643753762953;"(45.4643753762953, 9.1838161796163)"
502;7204;4;8;Esistente;Velocipedi;3;5;15;Redondo Inox;Cortile o altro spazio collegato al civico;9.17524586569372;45.484123716119;"(45.484123716119, 9.17524586569372)"
503;4100;4;4;Esistente;Velocipedi;2;5;10;Redondo Inox;Cortile o altro spazio collegato al civico;9.22451649734312;45.445157672504;"(45.445157672504, 9.22451649734312)"
504;2397;6;3;Esistente;Velocipedi;1;5;5;Verona _ Ambrogio;Marciapiede;9.24062753391742;45.4992972743779;"(45.4992972743779, 9.24062753391742)"
505;7478;10;8;Esistente;Velocipedi;2;5;10;Verona _ Ambrogio;Alla quota della carreggiata;9.12039441538359;45.4945477100957;"(45.4945477100957, 9.12039441538359)"
506;7478;10;8;Esistente;Velocipedi;2;5;10;Verona _ Ambrogio;Cortile o altro spazio collegato al civico;9.12066010474553;45.4948408559545;"(45.4948408559545, 9.12066010474553)"
507;7478;21;8;Esistente;Velocipedi;2;5;10;Verona;Cortile o altro spazio collegato al civico;9.11526801706461;45.496241708513;"(45.496241708513, 9.11526801706461)"
508;6190;19;6;Esistente;Velocipedi;4;5;20;Verona _ Ambrogio;Cortile o altro spazio collegato al civico;9.16159710532791;45.4676049483202;"(45.4676049483202, 9.16159710532791)"
510;1055;27;2;Esistente;Velocipedi;2;6;12;Verona;Marciapiede;9.19855306068997;45.4805497707122;"(45.4805497707122, 9.19855306068997)"
511;1055;32;2;Esistente;Velocipedi;1;6;6;Verona;Marciapiede;9.19912720971865;45.4802825802039;"(45.4802825802039, 9.19912720971865)"
512;7080;2;1;Esistente;Velocipedi;3;5;15;Verona _ Ambrogio;Marciapiede;9.18284805797608;45.4721500131162;"(45.4721500131162, 9.18284805797608)"
513;726;0;1;Esistente;Velocipedi;1;5;5;Verona _ Ambrogio;Marciapiede;9.18218317009205;45.4721250461334;"(45.4721250461334, 9.18218317009205)"
514;7080;2;1;Esistente;Velocipedi;1;5;5;Verona _ Ambrogio;Marciapiede;9.18293563978895;45.4722862079534;"(45.4722862079534, 9.18293563978895)"
515;4373;1;4;Esistente;Velocipedi;6;5;30;Verona;Marciapiede;9.24001086193222;45.4323046838886;"(45.4323046838886, 9.24001086193222)"
516;3102;16;3;Esistente;Velocipedi;4;6;24;Verona;Marciapiede;9.22398318889307;45.4702942214113;"(45.4702942214113, 9.22398318889307)"
517;3102;18;3;Esistente;Velocipedi;2;6;12;Verona;Marciapiede;9.2239800813567;45.4705953490528;"(45.4705953490528, 9.2239800813567)"
518;3102;2;3;Esistente;Velocipedi;1;6;6;Verona;Marciapiede;9.22412998967034;45.4690261349978;"(45.4690261349978, 9.22412998967034)"
519;3102;25;3;Esistente;Velocipedi;1;5;5;Verona _ Ambrogio;Marciapiede;9.22350533490344;45.4722447189378;"(45.4722447189378, 9.22350533490344)"
520;3102;37;3;Esistente;Velocipedi;1;5;5;Verona _ Ambrogio;Marciapiede;9.2234804470758;45.4743719712374;"(45.4743719712374, 9.2234804470758)"
521;3102;61;3;Esistente;Velocipedi;1;6;6;Verona;Marciapiede;9.22350437888029;45.4785200435191;"(45.4785200435191, 9.22350437888029)"
522;3102;62;3;Esistente;Velocipedi;2;6;12;Verona;Marciapiede;9.22390399273759;45.4766862116102;"(45.4766862116102, 9.22390399273759)"
523;3102;71;3;Esistente;Velocipedi;1;6;6;Verona;Marciapiede;9.22349077160444;45.4793324558327;"(45.4793324558327, 9.22349077160444)"
524;3102;74;3;Esistente;Velocipedi;1;6;6;Verona;Marciapiede;9.22385423656972;45.4793710292137;"(45.4793710292137, 9.22385423656972)"
525;6122;12;7;Esistente;Velocipedi;2;5;10;Verona _ Ambrogio;Marciapiede;9.15297186499008;45.4590609743332;"(45.4590609743332, 9.15297186499008)"
526;6163;4;1;Esistente;Velocipedi;2;5;10;Verona _ Ambrogio;Marciapiede;9.17009847788528;45.4665000682931;"(45.4665000682931, 9.17009847788528)"
527;2328;27;2;Esistente;Velocipedi;3;5;15;Verona _ Ambrogio;Cortile o altro spazio collegato al civico;9.22843648906819;45.4980122804721;"(45.4980122804721, 9.22843648906819)"
528;5269;1;6;Esistente;Velocipedi;3;5;15;Verona _ Ambrogio;Cortile o altro spazio collegato al civico;9.14842630292892;45.437822865335;"(45.437822865335, 9.14842630292892)"
529;6318;3;6;Esistente;Velocipedi;2;5;10;Verona _ Ambrogio;Marciapiede;9.12172821737575;45.4573536888499;"(45.4573536888499, 9.12172821737575)"
531;216;5;1;Esistente;Velocipedi;1;5;5;Verona;Marciapiede;9.19770810073529;45.4669872514594;"(45.4669872514594, 9.19770810073529)"
532;216;5;1;Esistente;Velocipedi;2;5;10;Verona;Marciapiede;9.19795673083386;45.4669545479356;"(45.4669545479356, 9.19795673083386)"
533;6306;130;7;Esistente;Velocipedi;3;5;15;Redondo Inox;Cortile o altro spazio collegato al civico;9.10807321637587;45.4687873452473;"(45.4687873452473, 9.10807321637587)"
534;6306;130;7;Esistente;Velocipedi;3;5;15;Redondo Inox;Cortile o altro spazio collegato al civico;9.10812104124603;45.4686574844625;"(45.4686574844625, 9.10812104124603)"
535;216;4;1;Esistente;Velocipedi;1;5;5;Verona;Marciapiede;9.19785497466601;45.4662314266818;"(45.4662314266818, 9.19785497466601)"
536;216;1;1;Esistente;Velocipedi;1;5;5;Verona;Marciapiede;9.19743603174253;45.4660766457716;"(45.4660766457716, 9.19743603174253)"
537;216;1;1;Esistente;Velocipedi;1;5;5;Verona;Marciapiede;9.19751807341071;45.4660698882421;"(45.4660698882421, 9.19751807341071)"
538;216;3;1;Esistente;Velocipedi;1;5;5;Verona;Marciapiede;9.19724612816926;45.4662630540327;"(45.4662630540327, 9.19724612816926)"
539;216;3;1;Esistente;Velocipedi;2;5;10;Verona;Marciapiede;9.1972771676557;45.4662219893117;"(45.4662219893117, 9.1972771676557)"
540;6216;6;1;Esistente;Velocipedi;2;5;10;Verona _ Ambrogio;Alla quota della carreggiata;9.17015306107939;45.4650440259225;"(45.4650440259225, 9.17015306107939)"
542;3010;35;1;Esistente;Velocipedi;1;5;5;Verona;Alla quota della carreggiata;9.20250979339472;45.4601158396586;"(45.4601158396586, 9.20250979339472)"
543;3010;18;1;Esistente;Velocipedi;4;5;20;Verona _ Ambrogio;Marciapiede;9.19827983617198;45.4596596967533;"(45.4596596967533, 9.19827983617198)"
544;1170;96;2;Esistente;Velocipedi;3;5;15;Verona _ Ambrogio;Cortile o altro spazio collegato al civico;9.1958255284333;45.4967404075256;"(45.4967404075256, 9.1958255284333)"
545;3010;11;1;Esistente;Velocipedi;2;5;10;Verona _ Ambrogio;Marciapiede;9.19707282030603;45.4595835544874;"(45.4595835544874, 9.19707282030603)"
546;3010;42;1;Esistente;Velocipedi;3;5;15;Verona;Marciapiede;9.2012690736188;45.459906528687;"(45.459906528687, 9.2012690736188)"
547;1170;36;2;Esistente;Velocipedi;2;5;10;Verona _ Ambrogio;Parterre;9.19275571817498;45.4920874841005;"(45.4920874841005, 9.19275571817498)"
548;1170;36;2;Esistente;Velocipedi;1;5;5;Verona _ Ambrogio;Parterre;9.19271703151433;45.4920147611514;"(45.4920147611514, 9.19271703151433)"
549;4014;11;1;Esistente;Velocipedi;3;5;15;Verona _ Ambrogio;Marciapiede;9.19258687007235;45.4564644500253;"(45.4564644500253, 9.19258687007235)"
550;1170;21;2;Esistente;Velocipedi;2;5;10;Verona _ Ambrogio;Parterre;9.19238576547185;45.4920690880815;"(45.4920690880815, 9.19238576547185)"
551;4014;3;1;Esistente;Velocipedi;1;5;5;Verona _ Ambrogio;Marciapiede;9.19306384543797;45.4571095628368;"(45.4571095628368, 9.19306384543797)"
552;1170;21;2;Esistente;Velocipedi;1;5;5;Verona _ Ambrogio;Parterre;9.19242599860994;45.4921908529277;"(45.4921908529277, 9.19242599860994)"
553;5366;8;6;Esistente;Velocipedi;2;5;10;Verona _ Ambrogio;Marciapiede;9.12694790759971;45.43830847836;"(45.43830847836, 9.12694790759971)"
554;5292;39;6;Esistente;Velocipedi;1;5;5;Verona _ Ambrogio;Cortile o altro spazio collegato al civico;9.15007446978227;45.4433031396643;"(45.4433031396643, 9.15007446978227)"
555;5333;30;5;Esistente;"Condivisa (Velocipedi, Motocicli e Ciclomotori)";1;5;5;Verona _ Ambrogio;Alla quota della carreggiata;9.18356573372369;45.4349927636068;"(45.4349927636068, 9.18356573372369)"
556;5312;3;5;Esistente;Velocipedi;1;5;5;Verona _ Ambrogio;Area verde – Giardino – Parco;9.17348366094187;45.4303875076142;"(45.4303875076142, 9.17348366094187)"
557;5312;3;5;Esistente;Velocipedi;1;5;5;Verona _ Ambrogio;Area verde – Giardino – Parco;9.17451209184315;45.4313661067656;"(45.4313661067656, 9.17451209184315)"
558;6315;65;7;Esistente;Velocipedi;3;5;15;Verona;Cortile o altro spazio collegato al civico;9.11789940467702;45.4714887805875;"(45.4714887805875, 9.11789940467702)"
559;7438;12;8;Esistente;Velocipedi;2;5;10;Verona;Parcheggio in struttura;9.10130332709297;45.500643929651;"(45.500643929651, 9.10130332709297)"
561;2413;11;2;Esistente;Velocipedi;3;5;15;Verona _ Ambrogio;Cortile o altro spazio collegato al civico;9.24787316000192;45.5109389685756;"(45.5109389685756, 9.24787316000192)"
562;2413;11;2;Esistente;Velocipedi;2;5;10;Redondo Inox;Cortile o altro spazio collegato al civico;9.247825352355;45.511002891971;"(45.511002891971, 9.247825352355)"
563;603;;1;Esistente;Velocipedi;5;5;25;Verona;Marciapiede;9.17774176386929;45.4677548603492;"(45.4677548603492, 9.17774176386929)"
564;1135;30;9;Esistente;Velocipedi;2;5;10;Verona;Marciapiede;9.19153429818668;45.4871877306041;"(45.4871877306041, 9.19153429818668)"
565;1135;34;9;Esistente;Velocipedi;1;5;5;Verona;Marciapiede;9.19147817269061;45.4872943417842;"(45.4872943417842, 9.19147817269061)"
566;1135;34;9;Esistente;Velocipedi;1;5;5;Verona;Marciapiede;9.19144997057422;45.4874186837282;"(45.4874186837282, 9.19144997057422)"
567;1135;35;9;Esistente;Velocipedi;1;5;5;Verona;Marciapiede;9.19125598923254;45.4873204396695;"(45.4873204396695, 9.19125598923254)"
568;1135;37;9;Esistente;Velocipedi;3;5;15;Verona;Marciapiede;9.19113832822185;45.4877256529488;"(45.4877256529488, 9.19113832822185)"
569;1135;42;9;Esistente;Velocipedi;1;5;5;Verona;Marciapiede;9.19129752638338;45.4881027102316;"(45.4881027102316, 9.19129752638338)"
570;1135;41;9;Esistente;Velocipedi;1;5;5;Verona;Marciapiede;9.19105177584092;45.4881822189128;"(45.4881822189128, 9.19105177584092)"
572;1135;46;9;Esistente;Velocipedi;1;5;5;Verona;Marciapiede;9.19120404745683;45.4885439889406;"(45.4885439889406, 9.19120404745683)"
574;1201;1;2;Esistente;Velocipedi;2;5;10;Verona _ Ambrogio;Marciapiede;9.19881126856559;45.4807830149985;"(45.4807830149985, 9.19881126856559)"
575;1201;;2;Esistente;Velocipedi;1;5;5;Verona _ Ambrogio;Marciapiede;9.20016567703407;45.4821724743367;"(45.4821724743367, 9.20016567703407)"
576;212;18;1;Esistente;Velocipedi;3;5;15;Verona;Marciapiede;9.19305178720338;45.4665871562754;"(45.4665871562754, 9.19305178720338)"
577;212;18;1;Esistente;Velocipedi;1;5;5;Verona;Marciapiede;9.19313036595116;45.4665002061662;"(45.4665002061662, 9.19313036595116)"
578;1201;27;2;Esistente;Velocipedi;2;5;10;Verona _ Ambrogio;Marciapiede;9.20184048653153;45.4836544338502;"(45.4836544338502, 9.20184048653153)"
579;1201;31;2;Esistente;Velocipedi;1;5;5;Verona _ Ambrogio;Marciapiede;9.20185263817187;45.4837484507441;"(45.4837484507441, 9.20185263817187)"
580;1201;31;2;Esistente;Velocipedi;1;5;5;Verona _ Ambrogio;Marciapiede;9.20183569366865;45.483774185636;"(45.483774185636, 9.20183569366865)"
581;1055;25;2;Esistente;Velocipedi;1;8;8;Verona;Marciapiede;9.19841863073898;45.4803619969139;"(45.4803619969139, 9.19841863073898)"
582;1055;25;2;Esistente;Velocipedi;1;8;8;Verona;Marciapiede;9.19839202058698;45.4803310037902;"(45.4803310037902, 9.19839202058698)"
583;1055;30;2;Esistente;Velocipedi;1;8;8;Verona;Marciapiede;9.19907216330032;45.4800818283671;"(45.4800818283671, 9.19907216330032)"
584;1055;30;2;Esistente;Velocipedi;1;8;8;Verona;Marciapiede;9.19904122360737;45.4800497959785;"(45.4800497959785, 9.19904122360737)"
585;3016;19;1;Esistente;Velocipedi;2;5;10;Verona;Marciapiede;9.20110894095388;45.4623826170266;"(45.4623826170266, 9.20110894095388)"
586;567;9;1;Esistente;Velocipedi;1;5;5;Verona _ Ambrogio;Alla quota della carreggiata;9.18526973256495;45.4627871707282;"(45.4627871707282, 9.18526973256495)"
