linea;mezzo;percorso;verso;nome;tipo_perc;lung_km;num_ferm;LONG_X_4326_CENTROID;LAT_Y_4326_CENTROID;Location
89;BUS;6798;As;Novate Milanese - Ciccotti ( Trans. Cimitero );Barrato;6.43;15;9.14769672211648;45.5290010289039;"(45.5290010289039, 9.14769672211648)"
89;BUS;6802;Di;Ciccotti - Novate Milanese;Canonico;6.22;15;9.14975556144191;45.5305820644004;"(45.5305820644004, 9.14975556144191)"
89;BUS;6803;Di;Ciccotti - Novate Milanese  (Trans.Cimitero);Barrato;8.06;19;9.14872065264857;45.5294685857082;"(45.5294685857082, 9.14872065264857)"
90;FILOBUS;3575;Di;Lotto - Isonzo;Canonico;12.91;40;9.1944436560306;45.4802311984129;"(45.4802311984129, 9.1944436560306)"
90;FILOBUS;4086;As;Isonzo - Lotto (Circolare Destra);Canonico;8.07;24;9.16852150315915;45.4529201971564;"(45.4529201971564, 9.16852150315915)"
901;BUS;5131;Di;Peschiara B. (Don sturzo) - Milano (S. Donato m3);Canonico;8.62;24;9.27282832182098;45.4251129733266;"(45.4251129733266, 9.27282832182098)"
901;BUS;8736;As;Milano (S. Donato M3) - Peschiera B.(Don Sturzo);Canonico;12.43;20;9.29093434462856;45.4328249153975;"(45.4328249153975, 9.29093434462856)"
902;BUS;6291;As;Milano (s.donato m3) - Peschiera b.(via dante);Canonico;9.60;22;9.28659737784244;45.4274031081969;"(45.4274031081969, 9.28659737784244)"
902;BUS;6293;As;S.Donato - S.Felice scolastica;Barrato;18.24;26;9.29563734812937;45.4378718966223;"(45.4378718966223, 9.29563734812937)"
902;BUS;6294;As;"Milano (s.donato m3) - Peschiera b. (via dante,trans. mediglia)";Canonico;12.83;28;9.29172888933387;45.4263788088479;"(45.4263788088479, 9.29172888933387)"
902;BUS;8742;Di;Peschiera B. (via Dante) - Milano (S. Donato M3);Canonico;9.48;15;9.2858192317416;45.4329752760622;"(45.4329752760622, 9.2858192317416)"
91;FILOBUS;3578;As;Isonzo - Lotto;Canonico;13.16;40;9.19463366984679;45.4800690906073;"(45.4800690906073, 9.19463366984679)"
91;FILOBUS;4084;Di;Lotto - Isonzo (Circolare sinistra);Canonico;8.12;25;9.16868342482539;45.4529147315402;"(45.4529147315402, 9.16868342482539)"
92;FILOBUS;12759;As;Bovisa FN - Isonzo;Canonico;11.22;34;9.1976674568308;45.4784949948254;"(45.4784949948254, 9.1976674568308)"
92;FILOBUS;12761;Di;Isonzo - Bovisa FN;Canonico;10.29;33;9.19625811948619;45.4829402326678;"(45.4829402326678, 9.19625811948619)"
925;BUS;10146;As;Milano (Cascina Gobba M2) - Segrate (F.lli Cervi);Barrato;3.11;10;9.26587976392874;45.5051443095962;"(45.5051443095962, 9.26587976392874)"
925;BUS;10147;As;Milano (Cascina Gobba M2) - Milano (via Olgettina);Barrato;1.49;5;9.26475250730533;45.5109637571388;"(45.5109637571388, 9.26475250730533)"
925;BUS;10148;As;Milano (Cascina Gobba M2) - Milano (Udine);Canonico;6.72;17;9.25656347853806;45.4986532422337;"(45.4986532422337, 9.25656347853806)"
925;BUS;10149;As;Milano (Cascina Gobba M2) - Segrate (Abruzzi);Barrato;6.23;16;9.26642601035036;45.4961979479771;"(45.4961979479771, 9.26642601035036)"
925;BUS;4701;Di;Segrate (F.lli Cervi) - Milano (Cascina Gobba M2);Barrato;3.26;9;9.26566397520823;45.5057800500029;"(45.5057800500029, 9.26566397520823)"
925;BUS;4702;Di;Milano (Olgettina) - Milano (Cascina Gobba M2);Barrato;1.52;4;9.26473791667147;45.5115344054612;"(45.5115344054612, 9.26473791667147)"
925;BUS;4703;Di;Milano (Udine) - Milano (Cascina Gobba M2);Canonico;6.14;14;9.25849361638804;45.4994757758173;"(45.4994757758173, 9.25849361638804)"
925;BUS;7691;Di;Segrate (Abruzzi) - Milano (Cascina Gobba M2);Barrato;6.42;16;9.26656242757032;45.4965831821283;"(45.4965831821283, 9.26656242757032)"
926;BUS;10150;As;Peschiera B. (San Felicino) - Segrate FS;Canonico;5.05;7;9.30546820248326;45.47023284643;"(45.47023284643, 9.30546820248326)"
926;BUS;10151;Di;Segrate FS - Peschiera B. (San Felicino);Canonico;4.81;7;9.30574725866757;45.4694727055355;"(45.4694727055355, 9.30574725866757)"
927;BUS;12819;As;S. Felice (Giovanni XXII) - Vimodrone;Canonico;2.99;6;9.28658491092608;45.508112225239;"(45.508112225239, 9.28658491092608)"
927;BUS;12820;Di;Vimodrone - Segrate (Giovanni XXIII);Canonico;5.42;11;9.28662684740518;45.5061063262413;"(45.5061063262413, 9.28662684740518)"
93;FILOBUS;5482;As;Bottini - Omero;Canonico;7.02;24;9.22733610257039;45.4606644100009;"(45.4606644100009, 9.22733610257039)"
93;FILOBUS;5484;Di;Omero - Bottini;Canonico;6.87;22;9.22736807614032;45.4603980609043;"(45.4603980609043, 9.22736807614032)"
94;BUS;10152;As;P.ta Volta - Minghetti;Canonico;7.15;27;9.18618155433446;45.465488181979;"(45.465488181979, 9.18618155433446)"
94;BUS;11522;Di;Minghetti - P.ta Volta;Canonico;7.01;24;9.18770600699371;45.4673719639246;"(45.4673719639246, 9.18770600699371)"
95;BUS;12490;As;Rogoredo - Barona;Canonico;9.02;30;9.18697342474295;45.437754818346;"(45.437754818346, 9.18697342474295)"
95;BUS;12491;Di;Barona - Rogoredo;Canonico;9.20;30;9.19091339157383;45.4375149721899;"(45.4375149721899, 9.19091339157383)"
98;BUS;7814;Di;Lotto M1 M5 - Famagosta M2;Canonico;8.26;23;9.14760127811239;45.451687543387;"(45.451687543387, 9.14760127811239)"
98;BUS;9899;As;Famagosta M2 - Lotto M1 M5;Canonico;7.86;23;9.14627481764211;45.4532172137094;"(45.4532172137094, 9.14627481764211)"
99;BUS;11652;As;Noverasco - Vigentino;Canonico;3.90;7;9.20781459471915;45.4061784992761;"(45.4061784992761, 9.20781459471915)"
99;BUS;11653;Di;Vigentino - Noverasco;Canonico;4.82;8;9.20809744057435;45.4043410360122;"(45.4043410360122, 9.20809744057435)"
