_id;Codice;Ubicazione;Area di Competenza;DescrizioneVia;Civico;CodiceVia;denominazione_pe;insegna;superficie_somministrazione;CAP;ID_NIL;NIL;MUNICIPIO;LONG_WGS84;LAT_WGS84;Location
2540;C-PE/2673;VIALE TESTI FULVIO N. 78| isolato:149| accesso: accesso esterno| (z.d. 9) fulvio testi 78;SOMMINISTRAZIONE - In piano;;;;c - Tavole calde,self service, fast food e simili|d - Pizzerie e simili;;114;;;;;;;
2541;C-PE/2674;Viale TESTI FULVIO N. 177| isolato:091| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Viale TESTI FULVIO;177;1441;;;160;20162;14;NIGUARDA - CA' GRANDA;9;9,206E+11;45516630683;45.516630683 / 9.20600386794
2542;C-PE/2676;VIALE TESTI FULVIO N. 93| isolato:135| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;VIALE TESTI FULVIO;93;1441;c - Tavole calde,self service, fast food e simili|f - Bar caffè e simili;bar nirvana;155;20162;14;NIGUARDA - CA' GRANDA;9;9,20267E+11;45510767768;45.510767768 / 9.20267426937
2543;C-PE/2682;Viale BLIGNY N. 42| isolato:103| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Viale BLIGNY;42;4045;;amici miei;64;20136;5;VIGENTINA;5;9,19213E+14;4,54508E+14;45.4507666273061 / 9.19212949150348
2544;C-PE/2683;VIALE BLIGNY N. 42| isolato:103| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;VIALE BLIGNY;42;4045;;l approdo;78;20136;5;VIGENTINA;5;9,19213E+14;4,54508E+14;45.4507666273061 / 9.19212949150348
2545;C-PE/2685;VIALE BLIGNY N. 24| isolato:102| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;VIALE BLIGNY;24;4045;;bar sabry;50;20136;5;VIGENTINA;5;91900433271;4,54508E+11;45.4508423861 / 9.1900433271
2546;C-PE/2686;Viale BLIGNY N. 16| isolato:102| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Viale BLIGNY;16;4045;f - Bar caffè e simili;bar est;35;20136;5;VIGENTINA;5;9,18873E+11;4,54512E+11;45.4511765272 / 9.18872801426
2547;C-PE/2687;Viale BLIGNY N. 2| isolato:101| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Viale BLIGNY;2;4045;;;29;20136;5;VIGENTINA;5;9,18711E+11;4,54516E+11;45.4515977184 / 9.18711277741
2548;C-PE/2690;Viale BLIGNY N. 29| isolato:090| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Viale BLIGNY;29;4045;a - Ristorante, trattoria, osteria con cucina e simili|d - Pizzerie e simili|f - Bar caffè e simili;l oca giuliva;110;20136;5;VIGENTINA;5;9,19356E+11;4,5451E+11;45.4510437327 / 9.19356192845
2549;C-PE/2691;Viale BLIGNY N. 25| isolato:090| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Viale BLIGNY;25;4045;;bar tabacchi;73;20136;5;VIGENTINA;5;9,19283E+11;4,5451E+11;45.4510468663 / 9.19282518244
2550;C-PE/2693;Viale BLIGNY N. 50| isolato:104| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Viale BLIGNY;50;4045;;havana;146;20136;5;VIGENTINA;5;91933995077;45450789268;45.450789268 / 9.1933995077
2551;PE/25361;Via CIGNOLI (DEI) N. 1 (z.d. 8);SOMMINISTRAZIONE - In piano;Via CIGNOLI (DEI);1;7431;f - Bar caffè e simili;;35;20151;71;VILLAPIZZONE;8;91340902754;4,54956E+11;45.4955966424 / 9.1340902754
2552;C-PE/2978;Via LOMBARDINI ELIA N. 2| isolato:063| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Via LOMBARDINI ELIA;2;5146;;old charly caffe dinner d;50;20143;44;NAVIGLI;6;9,16391E+11;4,54492E+11;45.4492004041 / 9.16390849119
2553;C-PE/2980;Via LOMBARDINI ELIA N. 14| isolato:063| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Via LOMBARDINI ELIA;14;5146;;trattoria bolognese da m.;101;20143;44;NAVIGLI;6;9,16468E+11;4,54482E+11;45.4481999013 / 9.16467659385
2554;C-PE/2981;Via PAOLI PASQUALE N. 2| isolato:071| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Via PAOLI PASQUALE;2;5151;;gnocco fritto 2;140;20143;44;NAVIGLI;6;9,17137E+11;45450782567;45.450782567 / 9.17137053709
2555;C-PE/2982;Via PAOLI PASQUALE N. 2| isolato:071| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Via PAOLI PASQUALE;2;5151;;le vigne;92;20143;44;NAVIGLI;6;9,17137E+11;45450782567;45.450782567 / 9.17137053709
2556;C-PE/2986;RIPA PORTA TICINESE (DI) N. 93| isolato:064| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;RIPA PORTA TICINESE (DI);93;658;;bar tabacchi;58;;;;;;;
2557;C-PE/3483;Via ALBRICCI ALBERICO N. 3|via albricci alberico 003| isolato:423| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via ALBRICCI ALBERICO;3;337;;ristorante albric;160;20123;1;DUOMO;1;9,1895E+11;4,54612E+11;45.4611544421 / 9.18949569257
2558;C-PE/3484;Via ALBRICCI ALBERICO N. 7|via albricci alberico 007| isolato:393| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via ALBRICCI ALBERICO;7;337;;bar passero caffe vergnan;86;20122;1;DUOMO;1;9,19017E+11;4,5461E+11;45.4609957215 / 9.19016824243
2559;C-PE/3486;Via BARACCHINI FLAVIO N. 1|via paolo da cannobio 002| isolato:422| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via BARACCHINI FLAVIO;1;356;e - Bar gastronomici e simili|f - Bar caffè e simili;;114;20122;1;DUOMO;1;91906981237;4,54618E+11;45.4618486512 / 9.1906981237
2560;C-PE/3487;VIA BARACCHINI FLAVIO N. 7|via baracchini flavio 007| isolato:392| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;VIA BARACCHINI FLAVIO;7;356;e - Bar gastronomici e simili|f - Bar caffè e simili;mega bar;43;20122;1;DUOMO;1;9,19098E+11;4,54616E+11;45.4615767723 / 9.19097858503
2561;C-PE/3492;Via BERGAMINI N. 1|via bergamini 001| isolato:324| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via BERGAMINI;1;325;;news cafe;27;20122;1;DUOMO;1;9,19394E+11;4,54622E+11;45.4622083263 / 9.19393854066
2562;C-PE/3493;Via BERGAMINI N. 7|via bergamini 007| isolato:324| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via BERGAMINI;7;325;;;51;20122;1;DUOMO;1;9,19416E+11;4,54618E+11;45.4618045578 / 9.19416376148
2563;C-PE/3498;Piazza DIAZ ARMANDO N. 5|pza diaz armando 005| isolato:422| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Piazza DIAZ ARMANDO;5;339;a - Ristorante, trattoria, osteria con cucina e simili|e - Bar gastronomici e simili|f - Bar caffè e simili;;240;20122;1;DUOMO;1;9,19043E+11;4,5462E+11;45.4620437803 / 9.19043411674
2564;C-PE/3771;Corso LODI N. 107| isolato:026| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Corso LODI;107;4068;;bar tavola calda pizzeria;117;20139;35;LODI - CORVETTO;4;9,22075E+11;4544188064;45.44188064 / 9.22074643565
2565;C-PE/3772;CORSO LODI N. 113| isolato:053| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;CORSO LODI;113;4068;;;37;20139;35;LODI - CORVETTO;4;9,22179E+11;4,54414E+11;45.4413861561 / 9.22179170448
2566;C-PE/3774;Viale LUCANIA N. 9 milano (z.d. 4);SOMMINISTRAZIONE - In piano;Viale LUCANIA;9;4173;;;57;20139;35;LODI - CORVETTO;4;9,22385E+11;4,54416E+11;45.4416303527 / 9.22385084557
2567;C-PE/3776;VIALE LUCANIA N. 33| isolato:028| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;VIALE LUCANIA;33;4173;;caffe ninfea mokito;53;20139;35;LODI - CORVETTO;4;9,22383E+11;4,54435E+11;45.4435130281 / 9.22383283866
2568;C-PE/3777;Via MASSARANI TULLO N. 5| isolato:025| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via MASSARANI TULLO;5;4169;;tijuana cafe;152;20139;35;LODI - CORVETTO;4;9,2164E+11;4,54444E+11;45.4443582599 / 9.21640045063
2569;C-PE/3779;Via PONTI DELLA PRIULA N. 2| isolato:005| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via PONTI DELLA PRIULA;2;4170;a - Ristorante, trattoria, osteria con cucina e simili;;55;20139;35;LODI - CORVETTO;4;9,21812E+11;4,54434E+11;45.4433993316 / 9.21811923755
2570;C-PE/3780;Via SERLIO SEBASTIANO num.008/2 /2| isolato:027| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via SERLIO SEBASTIANO;;4176;e - Bar gastronomici e simili|f - Bar caffè e simili;;95;;;;;;;
2571;C-PE/3782;Via FACCHINETTI CIPRIANO N. 2| isolato:039| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via FACCHINETTI CIPRIANO;2;3365;;;53;20138;30;MECENATE;4;9,2389E+11;4,54617E+11;45.4617239095 / 9.23890177125
2572;C-PE/3784;Via FANTOLI GAUDENZIO N. 10 piano rialzato| isolato:084| accesso: accesso interno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via FANTOLI GAUDENZIO;10;3355;e - Bar gastronomici e simili;bar del tann;200;20138;30;MECENATE;4;92530166737;45452310449;45.452310449 / 9.2530166737
2573;C-PE/3787;VIALE FORLANINI ENRICO N. 121| isolato:060| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;VIALE FORLANINI ENRICO;121;3318;;pelledoca;87;20134;24;Parco Forlanini - ORTICA;4;9,26754E+11;4,5462E+11;45.4620159969 / 9.26754005567
2574;C-PE/3789;Via DALMAZIA N. 2| isolato:058| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via DALMAZIA;2;3363;;cristian s bar;33;20138;30;MECENATE;4;9,24263E+11;4,54573E+11;45.4572702266 / 9.24263087659
2575;C-PE/3790;Via MONLUE' N. 75| isolato:067| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via MONLUE';75;3320;;;187;20138;31;Parco Monluè - PONTE LAMBRO;4;9,25502E+11;4,54568E+11;45.4568416958 / 9.25501802731
2576;C-PE/3955;Corso GARIBALDI GIUSEPPE N. 11| isolato:243| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Corso GARIBALDI GIUSEPPE;11;1010;;blu;71;20121;2;BRERA;1;9,18372E+11;4,54725E+11;45.4724562956 / 9.18372007827
2577;C-PE/3956;Corso GARIBALDI GIUSEPPE N. 12| isolato:244| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Corso GARIBALDI GIUSEPPE;12;1010;a - Ristorante, trattoria, osteria con cucina e simili|b - Ristorante, trattoria, osteria con cucina tipica;;36;20121;2;BRERA;1;9,18391E+11;4,54727E+11;45.4727175389 / 9.18391344921
2578;C-PE/3964;Corso GARIBALDI GIUSEPPE N. 40| isolato:172| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Corso GARIBALDI GIUSEPPE;40;1010;;la bissa;55;20121;2;BRERA;1;9,18357E+11;4,54747E+11;45.4746972161 / 9.18356847124
2579;C-PE/3970;Corso GARIBALDI GIUSEPPE N. 68| isolato:173| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Corso GARIBALDI GIUSEPPE;68;1010;;ristor.giapponese osaka;142;20121;2;BRERA;1;9,18414E+11;4,54763E+11;45.4762551955 / 9.18413768667
2580;C-PE/3971;Corso GARIBALDI GIUSEPPE N. 70| isolato:173| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Corso GARIBALDI GIUSEPPE;70;1010;;bar tabacchi;36;20121;2;BRERA;1;9,18423E+11;4,54764E+11;45.4764481246 / 9.18423102945
2581;C-PE/3972;Corso GARIBALDI GIUSEPPE N. 75| isolato:081| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Corso GARIBALDI GIUSEPPE;75;1010;;osteria del corso;83;20121;2;BRERA;1;9,18365E+11;4,54756E+11;45.4756376404 / 9.18365446033
2582;C-PE/3978;Via MOSCOVA (DELLA) N. 39| isolato:175| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via MOSCOVA (DELLA);39;1016;;pavillon ristorante caffe;185;20121;2;BRERA;1;9,18554E+11;4,54774E+11;45.4774248037 / 9.18553813989
2583;C-PE/3980;Via PALERMO N. 5| isolato:172| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via PALERMO;5;1025;;grand italia;98;20121;2;BRERA;1;9,18563E+11;4,54752E+11;45.4751809133 / 9.18563315587
2584;C-PE/3981;Via PALERMO N. 15| isolato:172| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via PALERMO;15;1025;a - Ristorante, trattoria, osteria con cucina e simili|d - Pizzerie e simili;;58;20121;2;BRERA;1;9,18471E+11;4,54753E+11;45.4753127068 / 9.18470745834
2585;C-PE/3982;Via PALERMO N. 20| isolato:173| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via PALERMO;20;1025;;insalateria brera;100;20121;2;BRERA;1;9,18407E+11;4,54755E+11;45.4755463211 / 9.18407424616
2586;C-PE/3983;Via PALERMO N. 21| isolato:172| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via PALERMO;21;1025;a - Ristorante, trattoria, osteria con cucina e simili;;73;20121;2;BRERA;1;9,18382E+11;4,54754E+11;45.4754411102 / 9.18382424891
2587;C-PE/3984;Via PALERMO N. 21| isolato:172| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via PALERMO;21;1025;;malastrana rossa;122;20121;2;BRERA;1;9,18382E+11;4,54754E+11;45.4754411102 / 9.18382424891
2588;C-PE/3986;Via PONTACCIO N. 4|via pontaccio 004| isolato:246| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via PONTACCIO;4;143;;ristorante il pontaccio;45;20121;2;BRERA;1;9,18697E+11;4,54729E+11;45.4728821856 / 9.18696639782
2589;C-PE/3989;Via SOLFERINO N. 11| isolato:172| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via SOLFERINO;11;1028;;ristorante rigolo;125;20121;2;BRERA;1;9,1869E+11;4,54749E+11;45.4749100676 / 9.18690403364
2590;C-PE/4617;Via SENIGALLIA N. 6 interno albergo| isolato:012| accesso: accesso interno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via SENIGALLIA;6;1708;a - Ristorante, trattoria, osteria con cucina e simili;int.albergo leonardo vinc;1002;20161;83;BRUZZANO;9;9,17074E+11;4,55322E+11;45.5321874186 / 9.17074465745
2591;C-PE/4621;Via URBINO N. 27| isolato:014| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via URBINO;27;1638;;corpo music.civico cooper;223;20161;83;BRUZZANO;9;9,16991E+11;4,55304E+11;45.5304114701 / 9.16990607472
2592;C-PE/4623;Via ABBADESSE N. 30| isolato:231| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via ABBADESSE;30;1150;;porcao;408;20124;11;ISOLA;2;91956485786;4,54904E+11;45.4904261491 / 9.1956485786
2593;C-PE/4626;Via ASSERETO (DEGLI) N. 19| isolato:233| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via ASSERETO (DEGLI);19;1159;;abbadesse;263;20124;11;ISOLA;2;9,19551E+11;4,54896E+11;45.4895979569 / 9.19550652858
2594;C-PE/4629;Via GALVANI LUIGI N. 21| isolato:287| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via GALVANI LUIGI;21;1179;;lella doc;35;20124;9;GARIBALDI REPUBBLICA;9;9,19733E+11;4,54873E+11;45.4872989439 / 9.19733139742
2595;C-PE/4630;Via GIOIA MELCHIORRE N. 31| isolato:286| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via GIOIA MELCHIORRE;31;1108;;viola caffe;60;20124;9;GARIBALDI REPUBBLICA;9;9,19585E+11;45485413467;45.485413467 / 9.19584800717
2596;C-PE/4631;Piazzale LAGOSTA N. 9| isolato:216| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Piazzale LAGOSTA;9;1155;;bar colt;44;20159;11;ISOLA;9;9,1907E+11;4,54901E+11;45.4900523762 / 9.19070232061
2597;C-PE/4632;Piazzale LAGOSTA N. 6| isolato:279| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Piazzale LAGOSTA;6;1155;;bar eugenio;103;20124;11;ISOLA;9;9,19157E+14;4,54892E+14;45.4892052149234 / 9.19157288816692
2598;PE/25060;CORSO SEMPIONE N. 3 (z.d. 1);SOMMINISTRAZIONE - In piano;CORSO SEMPIONE;3;703;a - Ristorante, trattoria, osteria con cucina e simili;;239;20121;2;BRERA;1;9,18188E+11;4,54713E+11;45.4713327987 / 9.18188424512
2599;C-PE/4635;Via POLA N. 21| isolato:279| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via POLA;21;1156;;pola bar;71;20124;11;ISOLA;9;9,1924E+14;4,54892E+14;45.4891504782025 / 9.19239877228968
2600;C-PE/4636;Via ROSELLINI IPPOLITO N. 8| isolato:233| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via ROSELLINI IPPOLITO;8;1158;e - Bar gastronomici e simili|f - Bar caffè e simili;;87;20124;11;ISOLA;2;9,1943E+11;4,5489E+11;45.4890052024 / 9.19429721674
2601;C-PE/4639;Via ROSELLINI IPPOLITO N. 26| isolato:231| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Via ROSELLINI IPPOLITO;26;1158;e - Bar gastronomici e simili;memory cafe;49;20124;11;ISOLA;2;9,19546E+11;4,5491E+11;45.4909653802 / 9.19545557304
2602;C-PE/4640;Via SASSETTI FILIPPO N. 15| isolato:283| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via SASSETTI FILIPPO;15;1157;e - Bar gastronomici e simili;;69;20124;11;ISOLA;9;91938988315;45486485237;45.486485237 / 9.1938988315
2603;C-PE/4641;Viale SAURO NAZARIO N. 11| isolato:229| accesso: accesso esterno| (z.d. 2);SOMMINISTRAZIONE - In piano;Viale SAURO NAZARIO;11;1175;;;104;20124;11;ISOLA;2;91950279811;4,54918E+11;45.4918459294 / 9.1950279811
2604;C-PE/4644;Viale ZARA N. 23| isolato:215| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Viale ZARA;23;1170;f - Bar caffè e simili;;85;20159;11;ISOLA;9;9,19231E+11;45492399732;45.492399732 / 9.19230726596
2605;C-PE/4645;Via SEBENICO N. 14| isolato:280| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via SEBENICO;14;1131;;bar caffe hardy;35;20124;11;ISOLA;9;9,19169E+14;4,54877E+14;45.4877185654052 / 9.19168990181751
2606;C-PE/4646;Via VOLTURNO N. 44| isolato:279| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via VOLTURNO;44;1135;f - Bar caffè e simili;maxi bar;30;20124;11;ISOLA;9;9,19134E+14;4,54884E+14;45.4884268183224 / 9.19133634468462
2607;C-PE/4647;Viale ZARA N. 19| isolato:215| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Viale ZARA;19;1170;;;29;20159;11;ISOLA;9;9,19201E+11;4,54919E+11;45.4918705614 / 9.19200616394
2608;C-PE/4651;Viale D'ANNUNZIO GABRIELE N. 25| isolato:053| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Viale D'ANNUNZIO GABRIELE;25;5170;;;32;20123;6;TICINESE;1;9,17783E+11;4,54531E+11;45.4530559832 / 9.17782950157
2609;C-PE/4652;VIALE D'ANNUNZIO GABRIELE N. 7| isolato:055| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;VIALE D'ANNUNZIO GABRIELE;7;5170;a - Ristorante, trattoria, osteria con cucina e simili;;89;20123;6;TICINESE;1;9,17539E+11;4,54547E+11;45.4547014393 / 9.17539018631
2610;C-PE/4656;Viale GIAN GALEAZZO N. 7| isolato:051| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Viale GIAN GALEAZZO;7;5196;;shiva;115;20122;6;TICINESE;1;9,18229E+11;4,54529E+11;45.4528766999 / 9.18228738487
2611;C-PE/4658;Piazza VENTIQUATTRO MAGGIO N. 4|cso di porta ticinese 000| isolato:127| accesso: accesso esterno| (z.d. 5);SOMMINISTRAZIONE - In piano;Piazza VENTIQUATTRO MAGGIO;4;5200;;caffe bistrot;104;20123;6;TICINESE;5;9,17988E+11;4,54532E+11;45.4531530309 / 9.17987646229
2612;C-PE/4662;Via MOLINO DELLE ARMI num.021| isolato:210| accesso: accesso esterno| (z.d. 1);SOMMINISTRAZIONE - In piano;Via MOLINO DELLE ARMI;;591;;;58;;;;;;;
2613;C-PE/2988;Ripa PORTA TICINESE (DI) N. 97| isolato:063| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Ripa PORTA TICINESE (DI);97;5150;a - Ristorante, trattoria, osteria con cucina e simili|f - Bar caffè e simili;junk cafe;49;20143;44;NAVIGLI;6;9,16358E+11;4,54492E+11;45.4491672179 / 9.16357728419
2614;C-PE/2989;Ripa PORTA TICINESE (DI) N. 69| isolato:068| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Ripa PORTA TICINESE (DI);69;5150;;wizard;55;20143;44;NAVIGLI;6;9,1694E+11;4,54505E+11;45.4504562783 / 9.16940278844
2615;C-PE/2992;Ripa PORTA TICINESE (DI) N. 51| isolato:072| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Ripa PORTA TICINESE (DI);51;5150;;osteria di porta cicca;65;20143;44;NAVIGLI;6;91726853441;4,54511E+11;45.4511363338 / 9.1726853441
2616;C-PE/2993;Ripa PORTA TICINESE (DI) N. 55| isolato:072| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Ripa PORTA TICINESE (DI);55;5150;a - Ristorante, trattoria, osteria con cucina e simili;;87;20143;44;NAVIGLI;6;9,17217E+11;4,5451E+11;45.4510365027 / 9.17216926393
2617;C-PE/2996;VIA TORRE CARLO N. 43| isolato:067| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;VIA TORRE CARLO;43;5271;;trattoria antonietta;112;20143;44;NAVIGLI;6;9,16408E+11;4544545555;45.44545555 / 9.16407916759
2618;C-PE/2998;VIA TORRE CARLO num.022/a| isolato:063| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;VIA TORRE CARLO;;5271;f - Bar caffè e simili|e - Bar gastronomici e simili;bar giardino;104;;;;;;;
2619;C-PE/2999;Via TORRE CARLO N. 5 (z.d. 6);SOMMINISTRAZIONE - In piano;Via TORRE CARLO;5;5271;a - Ristorante, trattoria, osteria con cucina e simili|f - Bar caffè e simili;;48;20143;44;NAVIGLI;6;9,1669E+11;4,54472E+11;45.4471551052 / 9.16689768088
2620;C-PE/3000;Via TORRE CARLO N. 45| isolato:067| accesso: accesso esterno| (z.d. 6);SOMMINISTRAZIONE - In piano;Via TORRE CARLO;45;5271;e - Bar gastronomici e simili;;59;20143;44;NAVIGLI;6;9,16386E+11;45445272943;45.445272943 / 9.16386223706
2621;C-PE/3002;Via CIALDINI ENRICO N. 29| isolato:176| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via CIALDINI ENRICO;29;1477;;;75;20161;80;AFFORI;9;9,17228E+11;4,55091E+11;45.5091042065 / 9.17227615575
2622;C-PE/3004;VIA CIALDINI ENRICO N. 107| isolato:152| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;VIA CIALDINI ENRICO;107;1477;;;229;20161;80;AFFORI;9;9,16947E+11;4,55149E+11;45.5148858641 / 9.16947111121
2623;C-PE/3006;Via GRIOLI DON GIOVANNI N. 30 (z.d. 9);SOMMINISTRAZIONE - In piano;Via GRIOLI DON GIOVANNI;30;1478;a - Ristorante, trattoria, osteria con cucina e simili;piccola trattoria;60;20161;80;AFFORI;9;9,17091E+11;4,55123E+11;45.5123318174 / 9.17091337623
2624;C-PE/3009;Via GRAZIOLI DON BARTOLOMEO N. 10| isolato:180| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via GRAZIOLI DON BARTOLOMEO;10;1473;a - Ristorante, trattoria, osteria con cucina e simili;;66;20161;80;AFFORI;9;9,17486E+11;4,55099E+11;45.5098739995 / 9.17485548422
2625;C-PE/3013;VIA GRAZIOLI DON BARTOLOMEO N. 2| isolato:181| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;VIA GRAZIOLI DON BARTOLOMEO;2;1473;e - Bar gastronomici e simili|f - Bar caffè e simili;green cafe;95;20161;80;AFFORI;9;91758787763;4,55102E+11;45.5102236136 / 9.1758787763
2626;C-PE/3014;Via BAVENO N. 2| isolato:190| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via BAVENO;2;1516;;;30;20161;80;AFFORI;9;9176820554;4,55097E+11;45.5097303546 / 9.176820554
2627;C-PE/3015;Via ROSSI PELLEGRINO N. 52| isolato:188| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;Via ROSSI PELLEGRINO;52;1510;;al paradiso della pizza;43;20161;80;AFFORI;9;9,17556E+11;4,55114E+11;45.5114048191 / 9.17556077343
2628;C-PE/3016;VIA ROSSI PELLEGRINO N. 40| isolato:190| accesso: accesso esterno| (z.d. 9);SOMMINISTRAZIONE - In piano;VIA ROSSI PELLEGRINO;40;1510;c - Tavole calde,self service, fast food e simili|g - Bar pasticceria, bar gelateria, cremeria, creperia e simili;bar tavola calda;120;20161;80;AFFORI;9;9,17637E+11;4,55102E+11;45.5102395532 / 9.17636827303
2629;C-PE/3298;Via VITTORINI ELIO N. 24| isolato:124| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via VITTORINI ELIO;24;3379;;tratt.bar coop di consumo;168;20138;31;Parco Monluè - PONTE LAMBRO;4;9,26378E+11;4,54445E+11;45.4444549363 / 9.26377554969
2630;C-PE/3299;Via VITTORINI ELIO N. 40| isolato:128| accesso: accesso esterno| (z.d. 4);SOMMINISTRAZIONE - In piano;Via VITTORINI ELIO;40;3379;;bar trattoria buteghin;75;20138;31;Parco Monluè - PONTE LAMBRO;4;9,26563E+11;4,54443E+11;45.4442888451 / 9.26562743243
